"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2020.06.01","X2020.06.02","X2020.06.03","X2020.06.04","X2020.06.05","X2020.06.06","X2020.06.07","X2020.06.08","X2020.06.09","X2020.06.10","X2020.06.11","X2020.06.12","X2020.06.13","X2020.06.14","X2020.06.15","X2020.06.16","X2020.06.17","X2020.06.18","X2020.06.19","X2020.06.20","X2020.06.21","X2020.06.22","X2020.06.23","X2020.06.24","X2020.06.25","X2020.06.26","X2020.06.27","X2020.06.28","X2020.06.29","X2020.06.30"
21,"Pahala","KAU SUGAR","HydroNet-UaNet","BI",346.8624,19.2042999,-155.4872,"USC00517421","PPLH1","B16084B2",NA,NA,0,0.762000000000171,0,0,0,0,8.38199999999961,0,0,0.0713282664984424,0,0,0,0,0,2.28600000000006,0,0,0,0,0,1.52400000000034,0.668555883861868,9.78144495282117,0.25400000000036,0,0,0,0,0
21.3,"PAHALA MAUKA 21.3","COOP","COOP","BI",332,19.20667,-155.48861,"USC00517437",NA,NA,NA,NA,0,1.0683001808502,0,0,0,0,5.87565099467449,0,0.3,0.3,0,0,0,0,0,3.20490054254996,2.5,0,0,0,0,4.41445067857526,1.3,NA,0.356100060283824,0,0,0,0,0
21.4,"HAWAIIAN OCEAN VIEW 1.7 NNE, HI US","CoCoRaHs","CoCoRaHs","BI",733.03,19.0908,-155.7552,"US1HIHI0059",NA,NA,NA,NA,NA,5.1,18,0.5,0.8,1.8,NA,8.9,NA,NA,0,0,NA,2.8,NA,NA,NA,NA,0,NA,NA,2.8,7.4,0.5,0.8,NA,0.5,0,NA,NA
23,"KAHUKU","RAWS","RAWS","BI",1796.4912,19.23222222,-155.78,NA,"KRCH1","32639544",NA,NA,6.60400000000004,NA,18.2879999999999,12.446,3.30200000000002,6.096,1.52399999999989,2.54000000000008,2.79399999999998,0.762000000000057,2.03199999999993,2.28600000000006,2.53999999999996,3.80999999999995,2.28600000000006,7.11199999999997,0.254000000000133,0.761999999999944,1.01599999999996,9.14400000000001,5.84199999999998,3.048,2.03200000000004,0.508000000000038,0.253999999999905,1.01600000000008,2.79399999999998,0,0,0
26.2,"KEALAKEKUA 26.2","GREENWELL ESTATE","COOP","BI",442,19.48975723,-155.9122125,"USC00513977",NA,NA,NA,NA,3.28281144130388,5.68569353260532,9.47134339538668,5.39319022499927,1.3,4.1,10.3174073869549,3.28281144130388,3.70359043577464,6.67195198683177,5.94130780592036,9.7,7.9,2.81383837826065,1.40691918913053,NA,3.3839087588834,0.934435764766881,1.8,9.4,3.04832490978269,4.68973063043358,6.27085755017732,0.810572554372035,0.234486531521756,3.6,5.1,2.69659511249963,1.75864898641275,3.50229756917331
27,"HONAUNAU 27","TANAKA S","COOP","BI",332,19.4403158,-155.8788789,"USC00511665",NA,NA,NA,NA,NA,2.26341633993859,7.4,NA,3,1,NA,NA,1,8.6,6.4,8.6,3.6,NA,NA,NA,5.57770455199152,1.5,2.5,3,NA,NA,7.6,0,0,0,9.9,0,0,7.4
27.6,"Honaunau No. 2","NWS","HydroNet-UaNet","BI",398.0688,19.4629002,-155.8824,NA,"HAUH1","15D12742",NA,NA,8.1279999999997,9.71514614650739,10.4139999999998,6.60399999999936,3.55600000000049,1.52400000000034,5.84199999999964,3.57926436976607,5.33399999999983,2.28600000000006,9.90599999999995,4.31800000000021,1.52399999999943,6.09600000000046,0,NA,3.04799999999977,3.8100000000004,8.88999999999942,NA,0.762000000000626,4.82599999999911,2.03200000000015,0,0,8.1279999999997,10.9934548499953,0.762000000000626,7.36599999999999,0
29.12,"Kealakekua","NWS","HydroNet-UaNet","BI",537.972,19.5181007,-155.9159,NA,"KLEH1","81708572",NA,NA,3.55600000000004,9.65199999999959,16.2560000000003,5.8420000000001,8.38199999999961,3.80999999999995,11.1759999999999,3.55600000000004,9.14399999999978,3.55600000000004,5.33400000000029,10.4139999999998,3.95834195788514,3.04800000000023,1.52400000000034,NA,0.761999999999716,1.27000000000044,6.34999999999991,10.1822479291482,3.30200000000059,5.07999999999947,6.09600000000046,0.253999999999451,0.762000000000171,1.27000000000044,10.9219999999996,5.8420000000001,3.80999999999995,0.761999999999716
34,"Kapapala Ranch","NWS","HydroNet-UaNet","BI",638.556,19.2754993,-155.4514,"USC00513300","KAYH1","B16097C4",NA,NA,1.27000000000044,2.0319999999997,0,0,0,0,4.57200000000012,0.253999999999905,0,0,0,0,0,0,0,6.096,0.253999999999905,0,0,0,0,0.762000000000171,1.26999999999998,11.4299999999998,0.508000000000266,0,0,0,0.253999999999905,0
36.3,"KAPAPALA RANCH","KAPAPALA RANCH","RAWS","BI",1081,19.25811,-155.441781,NA,"KPRH1","AA10E258",NA,NA,0,0,0,0,0,0,6.96931030732096,0,0,0,0,0,0,0,0,0.253999999999905,0,0,0,0,0,2.28600000000006,0.253999999999905,14.2240000000002,0.253999999999905,0,0,0.253999999999905,0,0
38.9,"KAELAKOMO","KAELAKOMO","RAWS","BI",29.5656,19.29277778,-155.1075,NA,"KMOH1","32807432",NA,NA,0,0,0,1.77800000000002,3.30199999999991,0,0,0.762000000000171,0,0,0,1.01599999999985,0.254000000000133,0,0,4.31799999999998,0,0,0,0,0,0,0,3.30199999999991,7.36599999999999,0,0,0,0,0
39,"Mauna Loa Observatory","NWS","ESRL/GMD","BI",3397,19.5362,-155.5763,"USC00516198","MOBH1",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39.2,"MAUNA LOA 5 NNE","MAUNA LOA 5 NNE","USCRN","BI",3398,19.5354,-155.576,"USW00021514","MLBH1","CD07379A",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43.3,"PUHE CS","PUHE CS","RAWS","BI",34.126,20.025,-155.8211111,NA,"PHRH1","32D61558",NA,NA,0.253999999999905,3.30200000000013,NA,2.28600000000006,0,0,2.53999999999996,1.77800000000002,1.01600000000008,1.01599999999985,2.53999999999996,0.762000000000171,0,0.254,0.253999999999905,0,NA,0.253999999999905,0.253999999999905,2.28600000000006,2.03199999999993,0,0.508000000000038,0,0,0,0,0,0,0
47,"KEMOKU LAVA FLOW","RAWS","RAWS","BI",1706.88,19.47555556,-155.3627778,"USR0000HKEA","KKUH1","FA4447E8",NA,NA,0,0,0,0,0,0,0.254000000000133,0,0,0,0,0,0,0,0,1.77800000000025,0,0,0,0,1.52399999999966,2.03200000000038,0,8.1279999999997,1.52400000000011,0,0,0,0,0
48,"PALI 2","RAWS","RAWS","BI",847.344,19.3175,-155.2922222,"USR0000HPAL","PLIH1","FA900222",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762,NA,0,0,0,0,0,0,3.3018798828125,0.7620849609375,0,0,0,0,0
54.2,"Glenwood","HELBUSH XL","HydroNet-UaNet","BI",802.2336,19.5076008,-155.1707,"USC00510744","GLNH1",NA,NA,NA,2.032,5.08,3.048,13.716,8.89,2.032,3.6299124562329,2.54,3.048,13.7305519475293,1.778,5.334,3.048,6.604,5.08,14.986,3.048,10.414,7.112,0.508,0.508,1.016,1.778,9.20243085835274,10.922,0.762,2.54,0.254,0,0
55.3,"VOLCANO 4.4 S","VOLCANO 4.4 S","CoCoRaHS","BI",1158,19.4338,-155.2417,"US1HIHI0040",NA,NA,NA,NA,0,NA,NA,NA,6.6,NA,NA,NA,NA,NA,NA,NA,NA,3.8,2.8,NA,NA,NA,NA,NA,0,0.5,0,0.5,19.8,NA,NA,NA,NA,0
55.6,"VOLCANO 4.0","COOP","COOP","BI",1194.8,19.441359,-155.2487445,"US1HIHI0071",NA,NA,NA,NA,0,0.5,1.5,2.8,7.1,5.3,4.6,3,1.3,3.3,5.6,2.5,0.5,3.3,5.1,NA,8.4,1,3.6,0.8,0.3,1.5,0,0.5,20.3,0.3,0.3,1.5,0,0
63,"KALOKO-HONOKOHAU","RAWS","RAWS","BI",7.62,19.67277778,-156.0202778,NA,"KHOH1","FA667668",NA,NA,1.77800000000002,6.34999999999997,10.668,10.414,NA,NA,9.14399999999995,NA,0.254000000000019,1.524,5.07999999999998,0,0,0,1.01600000000002,NA,NA,0,0,0,0,0,NA,0,0,4.06400000000002,NA,0,NA,0
65.4,"PAHOA 2.1 E","PAHOA 2.1 E","CoCoRaHS","BI",137,19.5043,-154.9165,"US1HIHI0003",NA,NA,NA,NA,2.8,6.4,0,7.9,7.6,7.6,8.4,7.6,0.5,28.7,3.3,4.3,1.8,2.82465496586321,4.43679169895057,5.6,16.8,8.1,3.6,0.5,2,3,1.3,9.9,5.1,3.3,2.3,2.3,0.8,0.5
65.6,"KURTISTOWN 6.6 SSE, HI US","CoCoRaHs","CoCoRaHs","BI",339.63,19.5021,-155.029,"US1HIHI0055",NA,NA,NA,NA,2,3,0.3,10.4,8.48322262070374,7.6,4.1,9.7,2.5,10.7,10.4,9.7,3,5.3,7.4,5.92883670314734,15.9224554356287,6.9,9.9,2.5,2.8,4.3,2.3,4.3,13.7,9.4,1.8,1,1.8,0
66.6,"PAHOA 3.3 SEE","COOP","COOP","BI",254.2,19.459069,-154.921985,"US1HIHI0052",NA,NA,NA,NA,1.3,5.3,0,NA,NA,10.4,8.4,2.8,4.3,NA,3.6,6.9,2,2.5,1.3,NA,NA,9.1,8.1,0.3,0.3,NA,1.5,NA,NA,NA,NA,NA,NA,NA
67.7,"PAHOA 2.7 SSE","PAHOA 2.7 SSE","CoCoRaHS","BI",259,19.4654,-154.927,"US1HIHI0051",NA,NA,NA,NA,1.8,2.5,0.3,7.48024237501096,6.81676366136272,12.2,7.1,2.3,3.8,23.6,3.8,5.1,2.3,3.6,3.8,11.2,14.2,6.6,7.1,0.3,0.8,0.8,0.5,9.7,8.6,1.5,2.3,1,0.3,0.3
68.21,"KAILUA KONA KE AHOLE AIRPORT","KAILUA KONA KE AHOLE AIRPORT","NWS","BI",27,19.73556,-156.04889,"USW00021510","PHKO",NA,NA,NA,0.254,0.254,5.08,NA,NA,1.778,6.858,NA,NA,0,0.508,NA,NA,0.508,0,NA,NA,NA,0.762,NA,NA,NA,NA,0,NA,NA,NA,NA,1.27,NA
69.25,"Palamanui","Hilo Forest Service","HIPPNET","BI",297,19.73756,-155.99582,NA,NA,NA,NA,NA,5.842,0.508,1.778,8.89,NA,6.604,4.572,5.842,0,1.778,1.524,0,0.762,0.254,0.254,6.096,4.064,0.254,0,0.254,0,0,0,0,0,0,0.762,5.334,2.54,0
69.27,"KALAOA 1.7","KALAOA 1.7","CoCoRaHS","BI",304.5,19.7238,-155.9926,"US1HIHI0006","","",NA,NA,NA,6.4,1.3,8.9,NA,NA,7.4,8.6,5.1,0,2.5,0,NA,0.5,1.5,NA,4.6,6.1,0,0,2.3,1,0,0.5,0,0,0,1.5,8.6,0
69.51,"Kailua Kona HI US E6648-EW6648 ","unknown","APRSWXNET","BI",164.05,19.61,-155.96,NA,"E6648",NA,NA,NA,4.31800009700318,7.87399913024895,5.84199891336066,15.2400007781982,15.7479991912841,4.8259999574889,NA,NA,10.6679992675781,0.762000748634371,9.1439993675781,NA,NA,2.28600001335144,2.794,NA,1.26999998092651,NA,NA,2.53999996185303,0.25400005149841,2.28600002145767,0.254000021457671,NA,9.65199947357178,3.5560002294312,10.4139995632171,0.254000152587901,NA,NA
70.16,"Waiaha Stream","NWS","HydroNet-UaNet","BI",460.5528,19.6331997,-155.9486,NA,"WIHH1","9321011E",NA,NA,10.6679999999997,13.2079999999996,18.3154986849199,7.6200000000008,9.44392900941122,8.38200000000052,17.271999999999,2.28600000000006,4.82600000000002,10.4139999999998,6.00977300598956,4.06400000000031,2.03199999999924,0.762000000000626,2.79399999999987,NA,4.31800000000021,1.43089833475984,9.39800000000014,NA,0.253999999998996,5.72359333903677,2.53999999999996,0.253999999999905,6.60399999999936,1.27000000000044,12.3057256789299,0.507999999999811,2.03200000000015,0.507999999998901
70.7,"Puuwaawaa","Hilo Forest Service","HIPPNET","BI",1659,19.72544,-155.87389,NA,NA,NA,NA,NA,6.858,NA,6.604,6.858,NA,5.08,4.572,3.81,1.27,1.016,NA,0,NA,11.176,0.762,7.112,1.016,NA,1.524,6.604,5.842,2.032,7.874,0.762,3.048,NA,0,5.08,NA,0
74.8,"KEALAKEKUA 4 74.8","COOP","COOP","BI",433,19.5106,-155.9217,"USC00513987",NA,NA,NA,NA,3.73516854246574,2.8,6.1,6.13634831976518,3.8,3.30133214990966,11.7391011334635,3.73516854246574,1.8,8.4,6.75999411314517,10.8713702203219,6.72101523491331,3.20157303639941,1.60078651819994,NA,6.9,0,1.8,7.20324155440162,3.46837078943305,5.33595506066473,5.6,2.5,0,1,9.84067822318881,3.06817415988259,2.00098314774946,2
75.1,"PTA KIPUKA ALALA","RAWS","RAWS","BI",1641.348,19.66694444,-155.7077778,"USR0000HPTK","PKAH1","32666200",NA,NA,0.762000000000029,0.253999999999991,0,0,0.253999999999991,0.253999999999991,0,0,0,0,0,0.253999999999991,0.253999999999991,0.508000000000038,0.253999999999991,1.01599999999999,0.253999999999991,0,0,0,4.06399999999999,2.03200000000001,0.253999999999991,0,0,0,0,0.253999999999991,0.254000000000048,0
79.6,"Kulani NWR","NWS","HydroNet-UaNet","BI",1623.3648,19.5543995,-155.3089,NA,"KNWH1",NA,NA,NA,0,0,2.032,4.064,1.524,1.778,3.302,1.016,0.508,4.826,0,1.27,2.54,2.286,2.54,5.588,0.762,0,0.762,0,0.508,1.524,0.508,6.69822362935801,8.42796123894395,6.35,0.762,0.254,0.254,0
83,"QuarryRainGageatSaddleRd","USGS","USGS","BI",1286.256,19.68586111,-155.2942222,NA,"SDQH1","DDF6B6E4",NA,NA,1.77800000000002,5.07999999999993,6.60400000000004,8.63599999999997,5.07999999999993,1.77800000000002,5.07999999999993,2.7940000000001,4.31799999999998,16.002,0.254000000000133,2.79399999999987,3.12078768521315,6.60399999999981,5.07999999999993,9.14400000000023,1.26999999999975,0.762000000000171,4.82599999999979,2.28600000000029,3.04799999999977,3.80999999999995,2.54000000000019,10.3797913239007,11.1759999999999,0.508000000000038,2.03199999999993,3.80999999999995,1.52400000000011,0.761999999999944
85.2,"Waiakea Uka","NWS","HydroNet-UaNet","BI",303.8856,19.6585999,-155.1277,"USC00519084","WKAH1",NA,NA,NA,2.54,2.286,4.572,9.144,6.604,2.54,4.318,1.27,5.842,12.9293969490891,0.254,3.302,3.302,4.826,3.302,11.684,1.27,3.302,2.794,0,0.254,6.35,0,7.112,13.462,0.254,6.604,0,0,0
87,"HILO INTERNATIONAL AIRPORT 87","NWS","HydroNet-UaNet","BI",11.6,19.7191,-155.053,"USW00021504","PHTO",NA,NA,NA,3.13775533518239,0,0.508,4.318,6.096,4.826,2.032,0.762,2.794,6.096,3.556,1.27,1.27,5.10753566121157,2.54,6.096,2.032,4.572,6.858,1.778,0.254,2.54,3.302,5.334,13.716,1.016,0,1.27,0,0.254
87.5,"HILO 5 S","HILO 5 S","USCRN","BI",189,19.645,-155.0827,"USW00021515",NA,NA,NA,NA,1.8,1,0,3.2,9.7,1.9,4.5,0.2,2,13.8,1.7,1.5,5.3,8.2,4.8,13.7,3.5,5.5,1.4,0,4.9,4.1,0.6,6.5,5.9,0.8,0,0.2,0,0
87.8,"HILO 0.4 SW","HILO 0.4 SW","CoCoRaHS","BI",107,19.692,-155.0925,"US1HIHI0039",NA,NA,NA,NA,2.3,2,0.8,4.3,9.9,2.8,0.8,3.6,0.3,11.4,7.79983497084018,2.5,2.8,2.3,7.9,1.73923045301244,13.4179039764792,2.8,3,1,0,8.1,4.1,1.85909835042041,25.7,4.8,3,0,0.3,0
87.9,"IPIF","Hilo Forest Service","HIPPNET","BI",111,19.69748,-155.0954,NA,NA,NA,NA,NA,4.826,1.016,1.27,7.366,3.302,1.016,1.27,0.254,3.048,11.43,1.016,0.762,1.778,6.858,1.778,17.272,3.556,4.572,2.032,0,4.826,7.366,1.778,12.192,12.954,2.54,0.254,0.254,0,0.254
88.8,"Waiakea Exp Farm","UNIV HAWAII","STATE","BI",183,19.644743,-155.0805636,NA,"WEXH1","CD07410A",NA,NA,NA,1.524,0.254,4.572,9.398,2.54,5.08,0.762,2.286,13.716,1.524,1.524,5.334,8.382,4.318,12.954,NA,6.35,1.778,0,5.334,5.334,1.016,6.096,5.842,0.508,0,0.254,0,0
89.11,"Piihonua","NWS","HydroNet-UaNet","BI",296.8752,19.7098007,-155.1395,"USC00518053","PIIH1",NA,NA,NA,4.064,2.286,2.54,6.35,3.81,0.762,4.23302054769894,0,0.762,18.034,0.762,5.08,9.652,8.382,2.794,12.954,1.27,7.366,4.318,0.254,0.254,4.572,0.254,7.85978337103222,20.828,0.508,4.064,0,0,0
89.13,"KAIWIKI HOMESTEAD 89.11, HI US","COOP","COOP","BI",379.67,19.7509,-155.1362,"USC00512802",NA,NA,NA,NA,1.5,4.8,2.3,7.6,3.3,6.6,2.3,8.9,1.8,16,8.1,7.9,6.4,5.6,5.8,4.6,17.41518753539,5.1,7.65860839920246,2.3,0.8,3.3,4.1,0.5,60.5,3.3,0.5,0.8,0,0
91.11,"PUNA MACADAMIA O 91.11","COOP","COOP","BI",244,19.61861,-155.08667,"USC00518315",NA,NA,NA,NA,0,0,0,6.89747014334691,5.77395768997023,2.26963982290644,2.23968428696238,11.2,0,13.5,3.60965128477841,4.1,4.18415771201419,6.09172001740964,3.00744042225894,7.43917665304121,0,4.29993531493847,0,1.33536404774606,0.618470570124219,3.38485275264045,3,1.99657552082779,24.846676653045,0,3.17274024794333,0.0787316297954592,0,0
91.15,"Mountain View","Mountain View","HydroNet-UaNet","BI",346.5576,19.5674992,-155.0841,NA,"MTVH1",NA,NA,NA,8.128,3.81,2.794,6.858,6.35,6.096,NA,2.794,2.54,16.256,NA,3.302,2.032,7.874,6.096,17.526,2.54,NA,2.032,1.524,4.572,3.556,3.302,9.906,9.652,1.778,0.508,0.254,0,0
91.17,"PAHOA BEACON 91.9, HI US","COOP","COOP","BI",148.5,19.5407,-154.9728,"USC00517460",NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,3.3,NA,NA,NA,0.8,1.3,1,NA,NA,NA,NA,NA,NA,NA,0,NA
91.9,"Pahoa Beacon","NWS","HydroNet-UaNet","BI",187.1472,19.5149994,-154.9644,NA,"PHAH1",NA,NA,NA,2.794,0.762,2.286,8.128,7.112,2.794,6.096,7.366,5.334,14.986,3.81,2.54,1.016,4.826,2.032,13.462,5.588,7.366,4.572,1.524,1.016,0.508,4.572,4.064,8.636,1.524,2.794,3.048,0,0.508
92,"KEAAU 92","PU SUGAR","COOP","BI",87,19.62918887,-155.0333418,"USC00513872",NA,NA,NA,NA,3.73878528176513,4.6,5.1,4.8,6.49563033898111,3.22500445178765,1.61713511645104,4.44194041775918,1.8,9.1,5.1,4.0820158067335,2.11301863774612,5.18117097869767,3.83438968439358,2.28479247813666,10.9,5.1,1.71113631084345,2.28715144711508,0.578464026480594,1.96933787536899,2.8,3,11.4,2.87913539981136,0.868599760816712,0.744459300440602,0.0545238646183702,0
92.5,"KiholoRainGage","USGS","USGS","BI",283.96692,19.82580556,-155.8925833,NA,"KIRH1","DD60236E",NA,NA,0.253999999999991,0,1.01599999999999,2.54000000000002,5.84199999999998,0.50800000000001,2.03199999999998,0,0,0,0,0,0.254000000000019,0.507999999999981,0,4.572,0.254000000000019,0,0,0,0,0,0.253999999999991,0,0,0,0,3.81,0.253999999999991,0
93.12,"PUUANAHULU","RAWS","RAWS","BI",830.58,19.83277778,-155.7697222,NA,"PULH1","48703040",NA,NA,0,0,0.508000000000038,0.254000000000019,0,0.253999999999962,0,0.762,0,0,0,0,0,0.507999999999981,0,5.84200000000004,0,0,0,0,6.096,NA,0,0,0,0.253999999999962,0,2.286,0,0
93.13,"Mamalahoa","Hilo Forest Service","HIPPNET","BI",636,19.80256,-155.85062,NA,NA,NA,NA,NA,0.508,0,3.302,0.254,10.16,0.508,0.508,0.762,0,0,0,0,0,0,0,13.97,0.254,0.254,0,0,16.764,7.366,0.254,0.254,1.778,0.254,0,NA,0.254,0
93.61,"PAHOA 4.7 NE, HI US","CoCoRaHs","CoCoRaHs","BI",53.95,19.5473,-154.8988,"US1HIHI0065",NA,NA,NA,NA,1.3,1.8,0.3,6.1,NA,5.8,4.3,8.4,1,21.1,1.5,2,0.5,2.8,4.3,6.6,13.2,6.9,3.3,0.5,0.5,0.3,0.8,6.4,5.3,2.3,2,1.8,0,0.3
93.62,"PAHOA 5.7 NE","COOP","COOP","BI",27.4,19.5565,-154.8865,"US1HIHI0070",NA,NA,NA,NA,1.5,1.3,0.8,8.4,11.4,3.8,3,8.1,0.8,NA,NA,1.5,0,0.5,6.4,6.6,10.9,11.7,2.3,0.3,0.5,0,0.5,10.4,5.1,NA,NA,NA,NA,NA
93.63,"HAWAIIAN PARADISE PARK 2.4 E","COOP","COOP","BI",10.1,19.594568,-154.936038,"US1HIHI0072",NA,NA,NA,NA,2.8,2,0,4.8,9.4,3,3.6,6.1,2.3,21.3,1.5,0.8,1,4.3,3,6.9,13.5,7.6,3.8,2.5,3.6,1.5,2,4.8,NA,0.8,2.8,5.3,1.5,0.5
93.64,"KEAAU 5.5","COOP","COOP","BI",18,19.613803,-154.955684,"US1HIHI0068",NA,NA,NA,NA,1.5,2.5,0,10.9,13.5,4.3,1.3,5.6,2.3,12.7,2.3,1.3,0.5,0,5.6,2.8,9.7,5.8,3,1.5,2.3,0.5,0.8,6.6,7.6,0.5,0,1.8,2.3,0.8
93.8,"KONA VILLAGE 93.8","KO VILLAGE RES","COOP","BI",12,19.8314012,-155.9858256,"USC00514765",NA,NA,NA,NA,1.8,0,7.4,2.5,NA,1.3,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,2.5,0,0,0,0,0,1.5,0
94,"KAUPULEHU LAVA FLOW","RAWS","RAWS","BI",372.1608,19.80333333,-155.9180556,NA,"KPLH1","4870E628",NA,NA,0,0.507999999999981,1.27000000000004,7.62,5.58799999999997,1.524,0.254000000000019,0,0,0,0,0,3.30200000000002,0,0,4.29100083342639,1.27000000000004,0,0,0,0,0.253999999999962,0.508000000000038,0,0.253999999999962,0,0,2.03199999999998,1.52400000000006,0
94.5,"PUU WAAWAA","RAWS","RAWS","BI",708.9648,19.795,-155.8452778,"USR0000HPUW","PWWH1","487046D0",NA,NA,0,0.761999999999944,2.28599999999994,0.762000000000057,9.30375951384816,0.508000000000038,0.508000000000038,0.507999999999925,0,0,0,0,0,0,0,14.7320000000001,1.26999999999998,0,0,0,16.764,7.87400000000002,0,0,1.52399999999989,0.508000000000038,0,NA,0,0
95.11,"WAIKOLOA VILLAGE 2.7 ENE","WAIKOLOA VILLAGE 2.7 ENE","CoCoRaHS","BI",265,19.9465,-155.7883,"US1HIHI0047",NA,NA,NA,NA,0,0,0,0,0,0.3,0,0,11.2,0.3,0,0,0,0,0,0,1,0,0,0,0,2,4.8,1.5,0,0,0,0,0.8,0
95.6,"WAIKOLOA","RAWS","RAWS","BI",297.7896,19.92416667,-155.7936111,NA,"WKVH1","4870C0C4",NA,NA,0,0,0,0,0.762,0,0,3.048,0,0,0,0,0,0,2.032,1.016,0,0,0,0,0.762,1.016,0.762,0,0,0,0,3.048,0,0
