,ELEV.m.,Island,LAT,LON,NCEI.id,NESDIS.id,NWS.id,Network,Observer,SCAN.id,SKN,SMART_NODE_RF.id,Station.Name,UID
43,339.63,BI,19.5021,-155.029,US1HIHI0055,,,CoCoRaHs,CoCoRaHs,,65.6_R,,"KURTISTOWN 6.6 SSE, HI US",19.502100_-155.029000
44,284.69,BI,19.4573,-154.9338,US1HIHI0056,,,CoCoRaHs,CoCoRaHs,,67.14_R,,"PAHOA 3.0 SSE, HI US",19.457300_-154.933800
45,259.0,BI,19.4654,-154.92700000000002,US1HIHI0051,,,CoCoRaHS,PAHOA 2.7 SSE,,67.7_R,,PAHOA 2.7 SSE,19.465400_-154.927000
46,9.0,BI,19.67944,-156.02333000000002,USC00511880,,,COOP,COOP,,68.14_R,,HONOKOHAU HARBOR 68.14,19.679440_-156.023330
47,27.0,BI,19.73556,-156.04889,USW00021510,,HKO,NWS,KAILUA KONA KE AHOLE AIRPORT,,68.21_R,,KAILUA KONA KE AHOLE AIRPORT,19.735560_-156.048890
48,416.0,BI,19.6799,-155.9699,US1HIHI0049,,,CoCoRaHS,HOLUALOA 4.0 NW,,68.22_R,,HOLUALOA 4.0 NW,19.679900_-155.969900
49,297.0,BI,19.737560000000002,-155.99582,,,,HIPPNET,Hilo Forest Service,,69.25_R,,Palamanui,19.737560_-155.995820
50,398.0,BI,19.7189,-155.9859,US1HIHI0038,,,CoCoRaHS,KALAOA 2.2 ESE,,69.26_R,,KALAOA 2.2 ESE,19.718900_-155.985900
51,304.5,BI,19.7238,-155.9926,US1HIHI0006,,,CoCoRaHS,KALAOA 1.7,,69.27_R,,KALAOA 1.7,19.723800_-155.992600
52,460.5528,BI,19.6331997,-155.9486,,9321011E,WIHH1,HydroNet-UaNet,NWS,,70.16_R,,Waiaha Stream,19.633200_-155.948600
53,1659.0,BI,19.72544,-155.87389,,,,HIPPNET,Hilo Forest Service,,70.7_R,,Puuwaawaa,19.725440_-155.873890
54,713.232,BI,19.5310993,-155.9066,,,KNUH1,HydroNet-UaNet,NWS,,73.29_R,,Kainaliu Upper,19.531099_-155.906600
55,416.0,BI,19.53333333,-155.93333330000002,,,,SCAN,SCAN,2096.0,73.34_R,,Kainaliu,19.533333_-155.933333
56,433.0,BI,19.5106,-155.9217,USC00513987,,,COOP,COOP,,74.8_R,,KEALAKEKUA 4 74.8,19.510600_-155.921700
57,1641.348,BI,19.66694444,-155.70777780000003,USR0000HPTK,32666200,PKAH1,RAWS,RAWS,,75.1_R,,PTA KIPUKA ALALA,19.666944_-155.707778
58,1576.0,BI,19.54863532,-155.3005575,USC00515011,,,COOP,DEPT SOCIAL SVC,,79.0_R,,KULANI CAMP 79,19.548635_-155.300557
59,1623.3648,BI,19.5543995,-155.3089,,,KNWH1,HydroNet-UaNet,NWS,,79.6_R,,Kulani NWR,19.554399_-155.308900
60,1286.256,BI,19.68586111,-155.29422219999998,,DDF6B6E4,SDQH1,USGS,USGS,,83.0_R,,QuarryRainGageatSaddleRd,19.685861_-155.294222
61,303.8856,BI,19.6585999,-155.1277,USC00519084,,WKAH1,HydroNet-UaNet,NWS,,85.2_R,,Waiakea Uka,19.658600_-155.127700
62,11.6,BI,19.7191,-155.053,USW00021504,,HTO,HydroNet-UaNet,NWS,,87.0_R,,HILO INTERNATIONAL AIRPORT 87,19.719100_-155.053000
63,189.0,BI,19.645,-155.0827,USW00021515,,,USCRN,HILO 5 S,,87.5_R,,HILO 5 S,19.645000_-155.082700
64,107.0,BI,19.692,-155.0925,US1HIHI0039,,,CoCoRaHS,HILO 0.4 SW,,87.8_R,,HILO 0.4 SW,19.692000_-155.092500
65,111.0,BI,19.69748,-155.0954,,,,HIPPNET,Hilo Forest Service,,87.9_R,,IPIF,19.697480_-155.095400
66,343.0,BI,19.68362898,-155.14056340000002,USC00513510,,,COOP,HILO SUGAR,,88.1_R,,KAUMANA 88.1,19.683629_-155.140563
67,287.0,BI,19.65529741,-155.1205634,USC00519025,,,COOP,SHINICHI KANESHIRO,,88.2_R,,WAIAKEA SCD 88.2,19.655297_-155.120563
68,296.8752,BI,19.7098007,-155.1395,USC00518053,,PIIH1,HydroNet-UaNet,NWS,,89.11_R,,Piihonua,19.709801_-155.139500
69,379.67,BI,19.7509,-155.1362,USC00512802,,,COOP,COOP,,89.13_R,,"KAIWIKI HOMESTEAD 89.11, HI US",19.750900_-155.136200
70,390.0,BI,19.73529295,-155.1455638,USC00510150,,,COOP,HILO SUGAR,,89.2_R,,AMAUULU 89.2,19.735293_-155.145564
71,463.0,BI,19.5487,-155.1101,USC00516552,,,COOP,PU SUGAR,,91.0_R,,MOUNTAIN VIEW 91,19.548700_-155.110100
72,244.0,BI,19.61861,-155.08667,USC00518315,,,COOP,COOP,,91.11_R,,PUNA MACADAMIA O 91.11,19.618610_-155.086670
73,88.0,BI,19.533,-154.917,USC00511300,,,COOP,COOP,,91.12_R,,HAWAIIAN BEACHES 91.12,19.533000_-154.917000
74,223.0,BI,19.59,-155.083,USC00515102,,,COOP,COOP,,91.14_R,,KURTISTOWN 91.14,19.590000_-155.083000
75,346.5576,BI,19.5674992,-155.0841,,,MTVH1,HydroNet-UaNet,Mountain View,,91.15_R,,Mountain View,19.567499_-155.084100
76,482.19,BI,19.5808,-155.1216,US1HIHI0060,,,CoCoRaHs,CoCoRaHs,,91.16_R,,"MOUNTAIN VIEW 4.5 NNE, HI US",19.580800_-155.121600
77,148.5,BI,19.5407,-154.9728,USC00517460,,,COOP,COOP,,91.17_R,,"PAHOA BEACON 91.9, HI US",19.540700_-154.972800
78,295.0,BI,19.5145,-155.0206,US1HIHI0037,,,CoCoRaHS,KURTISTOWN 6.1 SSE,,91.6_R,,KURTISTOWN 6.1 SSE,19.514500_-155.020600
79,694.0,BI,19.488,-155.149,USC00518638,,,COOP,COOP,,91.8_R,,S GLEWNWOOD 91.8,19.488000_-155.149000
80,187.1472,BI,19.514999399999997,-154.9644,,,PHAH1,HydroNet-UaNet,NWS,,91.9_R,,Pahoa Beacon,19.514999_-154.964400
81,87.0,BI,19.62918887,-155.03334180000002,USC00513872,,,COOP,PU SUGAR,,92.0_R,,KEAAU 92,19.629189_-155.033342
82,283.96692,BI,19.82580556,-155.8925833,,DD60236E,KIRH1,USGS,USGS,,92.5_R,,KiholoRainGage,19.825806_-155.892583
83,4.0,BI,19.48892483,-154.82000369999997,USC00513368,,,COOP,ARRUDA GENVIEVE,,93.11_R,,KAPOHO BEACH 93.11,19.488925_-154.820004
84,830.58,BI,19.83277778,-155.7697222,,48703040,PULH1,RAWS,RAWS,,93.12_R,,PUUANAHULU,19.832778_-155.769722
85,636.0,BI,19.80256,-155.85062,,,,HIPPNET,Hilo Forest Service,,93.13_R,,Mamalahoa,19.802560_-155.850620
86,53.95,BI,19.5473,-154.8988,US1HIHI0065,,,CoCoRaHs,CoCoRaHs,,93.61_R,,"PAHOA 4.7 NE, HI US",19.547300_-154.898800
87,372.1608,BI,19.80333333,-155.91805559999997,,4870E628,KPLH1,RAWS,RAWS,,94.0_R,,KAUPULEHU LAVA FLOW,19.803333_-155.918056
88,708.9648,BI,19.795,-155.84527780000002,USR0000HPUW,487046D0,PWWH1,RAWS,RAWS,,94.5_R,,PUU WAAWAA,19.795000_-155.845278
89,265.0,BI,19.9465,-155.7883,US1HIHI0047,,,CoCoRaHS,WAIKOLOA VILLAGE 2.7 ENE,,95.11_R,,WAIKOLOA VILLAGE 2.7 ENE,19.946500_-155.788300
90,297.7896,BI,19.92416667,-155.7936111,,4870C0C4,WKVH1,RAWS,RAWS,,95.6_R,,WAIKOLOA,19.924167_-155.793611
91,268.0,BI,19.93389178,-155.7877744,USC00519142,,,COOP,BOISE CASCADE,,95.8_R,,WAIKOLOA 95.8,19.933892_-155.787774
92,24.0,BI,19.912779999999998,-155.87778,USC00519144,,,COOP,COOP,,95.9_R,,WAIKOLOA BEACH RT 95.9,19.912780_-155.877780
93,43.0,BI,20.02666416,-155.81944,USC00518422,,,COOP,ROSE FUJIMORI,,98.1_R,,PUUKOHOLA HEIAU 98.1,20.026664_-155.819440
94,29.5656,BI,19.42194444,-155.9075,,32D6803A,PERH1,RAWS,PUHO CS,,98.2_R,,PUHO CS,19.421944_-155.907500
95,1307.5919999999999,BI,19.77166667,-155.7022222,USR0000HPTW,32667176,PKWH1,RAWS,RAWS,,99.0_R,,PTA WEST,19.771667_-155.702222
96,1417.0,BI,19.82,-155.6508,,,,STATE,PARKER RANCH,,100.0_R,,Waikii,19.820000_-155.650800
97,1025.9568,BI,19.90222222,-155.6786111,,328FB7BE,PKMH1,RAWS,RAWS,,101.1_R,,PTA KEAMUKU,19.902222_-155.678611
98,2001.9264,BI,19.83638889,-155.6130556,,4870D3B2,AHMH1,RAWS,RAWS,,102.8_R,,AUHMOA,19.836389_-155.613056
99,1288.0,BI,19.96,-155.54,,,,SCAN,Mana House,2097.0,103.3_R,,Mana House,19.960000_-155.540000
100,2835.0,BI,19.77,-155.42,,,,SCAN,Silversword,2101.0,104.1_R,,Silversword,19.770000_-155.420000
101,1959.864,BI,19.68277778,-155.5452778,USR0000HPTA,3266D18E,PTAH1,RAWS,RAWS,,107.4_R,,PTA EAST,19.682778_-155.545278
102,1734.3120000000001,BI,19.74583333,-155.6261111,,3279630C,,RAWS,RAWS,,109.0_R,,PTA RANGE 17,19.745833_-155.626111
103,2811.0,BI,19.76029046,-155.4555569,USC00511065,,,COOP,STATE DIV FTRY,,111.0_R,,HALEPOHAKU 111,19.760290_-155.455557
104,2165.0,BI,19.926660000000002,-155.44,,3181742E,PMLH1,RAWS,RAWS,,113.2_R,,PUU MALI,19.926660_-155.440000
105,1949.0,BI,19.8,-155.33333330000002,,,,SCAN,SCAN,2098.0,125.12_R,,Pua Akala,19.800000_-155.333333
106,1145.0,BI,19.932170000000003,-155.29129,,,,HIPPNET,Hilo Forest Service,,127.5_R,,Laupahoehoe,19.932170_-155.291290
107,1665.0,BI,19.838729999999998,-155.30796999999998,,,,HIPPNET,Hilo Forest Service,,128.1_R,,Hakalau,19.838730_-155.307970
108,1950.72,BI,19.82111111,-155.3305556,USR0000HHAK,8374D370,HKUH1,RAWS,RAWS,,129.0_R,,HAKALAU,19.821111_-155.330556
109,454.0,BI,19.96358,-155.25014,,,,HIPPNET,Hilo Forest Service,,132.2_R,,Spencer,19.963580_-155.250140
110,82.0,BI,19.9522,-155.185,USC00518067,,,COOP,COOP,,132.3_R,,POHAKUPUKA,19.952200_-155.185000
111,335.0,BI,19.95,-155.217,USC00513329,,,COOP,COOP,,132.4_R,,KAPEHU MAUKA 132.4,19.950000_-155.217000
112,302.0,BI,19.97278,-155.23944,USC00514459,,,COOP,COOP,,132.5_R,,KIHALANI 132.5,19.972780_-155.239440
113,140.0,BI,19.98027372,-155.2305601,USC00515427,,,COOP,BARNARD EW,,133.1_R,,LAUPAHOEHOE 133.1,19.980274_-155.230560
114,499.87199999999996,BI,19.9792,-155.2372,,B159741A,LPHH1,HydroNet-UaNet,NWS,,133.3_R,,Laupahoehoe,19.979200_-155.237200
115,61.0,BI,19.8875,-155.12528,USC00519432,,,COOP,WAILEA 137.4,,137.4_R,,WAILEA 137.4,19.887500_-155.125280
116,424.0,BI,19.86139,-155.16361,USC00512595,,,COOP,COOP,,138.2_R,,KAHUNA FALLS 138.2,19.861390_-155.163610
117,385.0,BI,19.8494,-155.15,US1HIHI0014,,,CoCoRaHS,HONOMU 2.8 SW,,138.3_R,,HONOMU 2.8 SW,19.849400_-155.150000
118,427.0,BI,19.78695738,-155.13889730000002,USC00517724,,,COOP,MAU KEA SUGAR,,140.1_R,,PAPAIKOU MAUKA NO 2 140,19.786957_-155.138897
119,457.0,BI,19.835,-155.149,USC00513473,,,COOP,COOP,,140.5_R,,KAUKU 140.5,19.835000_-155.149000
120,61.0,BI,19.78362447,-155.0922318,USC00517711,,,COOP,MAU KEA SUGAR,,144.1_R,,PAPAIKOU 144.1,19.783624_-155.092232
121,178.0,BI,19.8313,-155.1077,US1HIHI0002,,,CoCoRaHS,PEPEEKEO 0.2 SSE,,144.11_R,,PEPEEKEO 0.2 SSE,19.831300_-155.107700
122,108.0,BI,19.8095,-155.0988,US1HIHI0011,,,CoCoRaHS,PAPAIKOU 1.1 N,,144.12_R,,PAPAIKOU 1.1 N,19.809500_-155.098800
123,421.0,BI,20.10027112,-155.83221509999998,USC00516270,,,COOP,KAHUA RANCH,,147.1_R,,MIDDLE PEN 147.1,20.100271_-155.832215
124,328.8792,BI,20.08305556,-155.8325,,4870B654,KHRH1,RAWS,KOHALA RANCH,,147.2_R,,KOHALA RANCH,20.083056_-155.832500
125,34.0,BI,20.265,-155.8582,,B15017A0,UPLH1,HydroNet-UaNet,NWS,,160.3_R,,Upolu Airport,20.265000_-155.858200
126,183.0,BI,20.23692665,-155.8272119,USC00511339,,,COOP,KOHALA SUGAR,,168.0_R,,HAWI 168,20.236927_-155.827212
127,163.0,BI,20.2252605,-155.7922137,USC00514680,,,COOP,BOND ESTATE,,175.1_R,,KOHALA MISSION 175.1,20.225261_-155.792214
128,987.552,BI,20.1249008,-155.7884,,15D293C2,KASH1,HydroNet-UaNet,KAHUA RANCH,,176.3_R,,Kahua Ranch HQ,20.124901_-155.788400
129,762.0,BI,20.12554592,-155.77749409999998,USC00518101,,,COOP,PONOHOLO RCH 178.11,,178.12_R,,PONOHOLO RCH 178.11,20.125546_-155.777494
130,149.0,BI,20.20694,-155.73778000000001,USC00518086,,,COOP,POLOLU LOOKOUT 179.3,,179.3_R,,POLOLU LOOKOUT 179.3,20.206940_-155.737780
131,1237.488,BI,20.08533333,-155.68116669999998,,DDF6A592,KWSH1,USGS,USGS,,185.7_R,,KawainuiRainGagenearKamuela,20.085333_-155.681167
132,927.0,BI,20.01666667,-155.6,,,,SCAN,SCAN,2099.0,189.0_R,,Waimea Plain,20.016667_-155.600000
133,799.0,BI,20.01083015,-155.6763867,USC00515260,,,COOP,DOWALD,,191.1_R,,LALAMILO FLD OF 191.1,20.010830_-155.676387
134,948.5376,BI,20.031999600000002,-155.6667,USC00513080,817075F6,KUUH1,HydroNet-UaNet,NWS,,192.7_R,,Kamuela Upper,20.032000_-155.666700
135,299.0,BI,20.11526922,-155.5822202,USC00514928,,,COOP,HONOKAA SUGAR,,199.0_R,,KUKUIHAELE HIC 199,20.115269_-155.582220
136,877.824,BI,20.039499300000003,-155.6084,,81706680,KMUH1,HydroNet-UaNet,NWS,,201.3_R,,Kamuela 1,20.039499_-155.608400
137,226.0,BI,20.12167,-155.57417,USC00514927,,,COOP,COOP,,206.1_R,,KUKUIHAELE 206.1,20.121670_-155.574170
138,140.0,BI,20.09193527,-155.47389030000002,USC00510840,,,COOP,HONOKAA SUGAR,,214.0_R,,HAINA 214,20.091935_-155.473890
139,326.0,BI,20.08026947,-155.46722309999998,USC00511856,,,COOP,HONOKAA SUGAR,,215.0_R,,HONOKAA TOWN 215,20.080269_-155.467223
140,591.9216,BI,20.0656,-155.49,,B15047DC,HNKH1,HydroNet-UaNet,NWS,,215.5_R,,Honokaa,20.065600_-155.490000
141,757.0,BI,20.0417,-155.4777,US1HIHI0033,,,CoCoRaHS,HONOKAA 2.5 SSW,,216.6_R,,HONOKAA 2.5 SSW,20.041700_-155.477700
142,396.0,BI,20.06111,-155.43528,USC00512982,,,COOP,COOP,,216.8_R,,KALOPA 216.8,20.061110_-155.435280
143,333.0,BI,20.0606,-155.43,US1HIHI0034,,,CoCoRaHS,HONOKAA 2.7 ESE,,216.9_R,,HONOKAA 2.7 ESE,20.060600_-155.430000
144,122.0,BI,20.08360173,-155.4372236,USC00517204,,,COOP,PAAUHAU SUGAR,,217.0_R,,PAAUHAU 217,20.083602_-155.437224
145,341.0,BI,20.07306,-155.44722,USC00517209,,,COOP,COOP,,217.2_R,,PAAUHAU MAUKA 217.2,20.073060_-155.447220
146,244.0,BI,20.03860487,-155.36889130000003,USC00517312,,,COOP,HAMAKUA MILL,,221.0_R,,PAAUILO 221,20.038605_-155.368891
147,613.0,BI,20.019000000000002,-155.3988,US1HIHI0050,,,CoCoRaHS,PAAUILO 2.4 SW,,221.7_R,,PAAUILO 2.4 SW,20.019000_-155.398800
148,256.0,BI,20.02693892,-155.3422253,USC00514815,,,COOP,HAMAKUA MILL,,222.0_R,,KUKAIAU 222,20.026939_-155.342225
149,131.0,BI,20.01527222,-155.28389319999997,USC00517131,,,COOP,LAUPAHOEHOE SUG,,223.0_R,,OOKALA 223,20.015272_-155.283893
150,30.0,MA,20.642089300000002,-156.4388486,USC00515842,,,COOP,MAKE GC,,249.1_R,,MAKENA GOLF CRS 249.1,20.642089_-156.438849
151,579.0,MA,20.648173999999997,-156.398497,USC00518760,,,COOP,ULUPALAKUA RANCH,,250.0_R,,ULUPALAKUA RANCH 250,20.648174_-156.398497
152,581.5584,MA,20.648799899999997,-156.3981,,8170531A,ULUH1,HydroNet-UaNet,NWS,,250.2_R,,Ulupalakua Ranch,20.648800_-156.398100
153,1166.0,MA,20.64422222,-156.34205559999998,,,,HaleNet,HaleNet,,253.0_R,,AUWAHI HN-141,20.644222_-156.342056
154,225.55200000000002,MA,20.6195,-156.25188889999998,,F000D4EA,KPNH1,USGS,USGS,,255.0_R,,KepuniGulchRainGage,20.619500_-156.251889
155,67.0,MA,20.63014664,-156.20385919999998,USC00519765,,,COOP,HALEAKALA RANCH,,256.0_R,,WAIOPAI RANCH 256,20.630147_-156.203859
156,24.0,MA,20.662925,-156.04248,USC00517000,,,COOP,HALEAKALA TL PK,,258.6_R,,OHE'O 258.6,20.662925_-156.042480
157,1228.344,MA,20.68416667,-156.15194440000002,USR0000HKAU,FA45A6E0,KPGH1,RAWS,RAWS,,266.0_R,,KAUPO GAP,20.684167_-156.151944
158,916.0,MA,20.70013977,-156.3555187,USC00515004,,,COOP,KULA SATORIUM,,267.0_R,,KULA HOSPITAL 267,20.700140_-156.355519
159,1998.5736,MA,20.68305556,-156.32166669999998,,AA10F12E,KLFH1,RAWS,KULA 1,,267.8_R,,KULA 1,20.683056_-156.321667
160,1650.0,MA,20.72655556,-156.09225,,,,HaleNet,HaleNet,,276.0_R,,BIG BOG HN-164,20.726556_-156.092250
161,1930.0,MA,20.73630556,-156.1071389,,,,HaleNet,HaleNet,,277.0_R,,HORSHOE PU'U HN-163,20.736306_-156.107139
162,2195.0,MA,20.73422222,-156.1228889,,,,HaleNet,HaleNet,,278.0_R,,TREE LINE HN-162,20.734222_-156.122889
163,2228.0,MA,20.73492113,-156.1234398,,,,Little HaleNet,Lakes - Subalpine,,278.1_R,,Lakes - Subalpine,20.734921_-156.123440
164,1993.0,MA,20.745673,-156.1425145,,,,Little HaleNet,Puu Alaea - Cloud forest,,278.11_R,,Puu Alaea - Cloud forest,20.745673_-156.142515
165,2033.0,MA,20.74567736,-156.1424321,,,,Little HaleNet,Puu Alaea - Forest line,,278.12_R,,Puu Alaea - Forest line,20.745677_-156.142432
166,2182.0,MA,20.735063,-156.12224809999998,,,,Little HaleNet,Lakes - Forest line,,278.2_R,,Lakes - Forest line,20.735063_-156.122248
167,2143.0,MA,20.73575551,-156.1214124,,,,Little HaleNet,Lakes - Cloud forest,,278.3_R,,Lakes - Cloud forest,20.735756_-156.121412
168,2304.0,MA,20.73450891,-156.12734819999997,,,,Little HaleNet,Lakes - Alpine,,278.4_R,,Lakes - Alpine,20.734509_-156.127348
169,2320.0,MA,20.73857613,-156.1365744,,,,Little HaleNet,Frisbee - Alpine,,278.5_R,,Frisbee - Alpine,20.738576_-156.136574
170,2191.0,MA,20.74071537,-156.1350318,,,,Little HaleNet,Frisbee - Subalpine,,278.6_R,,Frisbee - Subalpine,20.740715_-156.135032
171,2135.0,MA,20.74195056,-156.1342138,,,,Little HaleNet,Frisbee - Forest line,,278.7_R,,Frisbee - Forest line,20.741951_-156.134214
172,2087.0,MA,20.73622225,-156.13414719999997,,,,Little HaleNet,Frisbee - Cloud forest,,278.71_R,,Frisbee - Cloud forest,20.736222_-156.134147
173,2320.0,MA,20.74402239,-156.1421477,,,,Little HaleNet,Puu Alaea - Alpine,,278.8_R,,Puu Alaea - Alpine,20.744022_-156.142148
174,2075.0,MA,20.74489428,-156.14212890000002,,,,Little HaleNet,Puu Alaea - Subalpine,,278.9_R,,Puu Alaea - Subalpine,20.744894_-156.142129
175,2460.0,MA,20.73061111,-156.14130559999998,,,,HaleNet,HaleNet,,279.0_R,,POHAKAU PALAHA HN-161,20.730611_-156.141306
176,128.016,MA,20.66836111,-156.0522222,,,,USGS,OheoGulchRGatdamnearKipahulu,,280.1_R,,OheoGulchRGatdamnearKipahulu,20.668361_-156.052222
177,50.0,MA,20.81346495,-156.50717869999997,USC00518060,,,COOP,WAILUKU SUGAR,,307.2_R,,POHAKEA BRIDGE 307.2,20.813465_-156.507179
