"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2021.02.01","X2021.02.02","X2021.02.03","X2021.02.04","X2021.02.05","X2021.02.06","X2021.02.07","X2021.02.08","X2021.02.09","X2021.02.10","X2021.02.11","X2021.02.12","X2021.02.13","X2021.02.14","X2021.02.15","X2021.02.16","X2021.02.17","X2021.02.18","X2021.02.19","X2021.02.20","X2021.02.21","X2021.02.22","X2021.02.23","X2021.02.24","X2021.02.25","X2021.02.26","X2021.02.27","X2021.02.28"
12.15,"SEA MOUNTAIN 12.15","SEA MOUNTAIN","COOP","BI",21,19.13310292,-155.5152744,"USC00518600",NA,NA,NA,NA,0,0,2.7176816749575,3.46619508384723,1.95765162076728,0,0,0,0,2.76950376997194,0,0,0,0.259100925023572,0,2.04401915754271,6.01402197011414,7.17709753316265,1.98644042518072,NA,0.431834875039286,1.55460555014143,0,0.431834875039286,2.59100925023572,0,0.690935800062858,0.259100925023572
14,"NAALEHU 14","KAU SUGAR","COOP","BI",206,19.06032754,-155.5855501,"USC00516588",NA,NA,NA,NA,0.742536500101807,0.3,4.3,6.9,4.1,0,0,0,0,0,0,0,0,0.3,0,3,10.2,12.2,2.3,4.98175055374944,0.5,1.8,0,0.5,3,0,0.8,0.3
21,"Pahala","KAU SUGAR","HydroNet-UaNet","BI",346.8624,19.2042999,-155.4872,"USC00517421","PPLH1","B16084B2",NA,NA,1.77800000000025,0,3.80999999999949,0.309089154826584,0,0,0,0,7.87400000000071,1.75943057362825,0,0,1.01599999999962,0,1.77800000000025,5.58799999999974,1.52399999999943,7.11200000000008,0,1.27000000000044,1.26999999999953,0,0,1.44698760185846,0.254000000000815,11.1759999999995,2.03200000000015,0
21.3,"PAHALA MAUKA 21.3","COOP","COOP","BI",332,19.20667,-155.48861,"USC00517437",NA,NA,NA,NA,1.24635021099179,1.8,2.3,1.3,0.5,0,0,0,5.51955093439194,7.4,0,0,0.712200120566372,0.173076749882331,1.24635021099179,2,4.3,5.1,1.32692174909787,1.78050030141721,1.17871140051185,1.03846049929399,0,0.57692249960777,1.90881752896554,7.83420132623267,1.8859382408196,0.173076749882331
23,"KAHUKU","RAWS","RAWS","BI",1796.4912,19.23222222,-155.78,NA,"KRCH1","32639544",NA,NA,3.30199999999999,NA,1.77799999999999,NA,0,0,0,0,0,0,0,0,0.50800000000001,NA,0,0.254000000000005,2.032,6.604,0.762,0.253999999999991,4.572,1.01599999999999,NA,0.254000000000019,0,0,6.09599999999999,2.032
26.2,"KEALAKEKUA 26.2","GREENWELL ESTATE","COOP","BI",442,19.48975723,-155.9122125,"USC00513977",NA,NA,NA,NA,5.62767675652047,1.11326377334142,1.11915441905249,7.55537212675796,0.3,0,0,0,0,0,0,0,0,NA,1.17243265760892,1.87589225217377,2.16275643147569,6.4,3.75178450434754,3,6.33113635108615,4.68973063043316,4.35903962032545,0.234486531522036,0,0.3,3.3,3.51001963686663
27,"HONAUNAU 27","TANAKA S","COOP","BI",332,19.4403158,-155.8788789,"USC00511665",NA,NA,NA,NA,NA,0,0.5,8.1,0,0,NA,NA,0,0,0,0,0,NA,NA,0,3.3,1,NA,8.1,NA,NA,4.3,0,0,0.137962780791306,1,4.3
27.6,"Honaunau No. 2","NWS","HydroNet-UaNet","BI",398.0688,19.4629002,-155.8824,NA,"HAUH1","15D12742",NA,NA,0.507999999998901,0,0.50800000000163,4.31799999999839,0,0,0,0,0,0,0,0,0,6.60400000000027,0,2.03200000000106,0.253999999999905,NA,5.58800000000065,1.27000000000044,5.07999999999993,4.57200000000012,NA,6.34999999999945,0,0.761999999999716,1.27000000000044,8.38199999999961
29.12,"Kealakekua","NWS","HydroNet-UaNet","BI",537.972,19.5181007,-155.9159,NA,"KLEH1","81708572",NA,NA,6.09599999999955,0,3.04799999999977,4.82600000000002,0,0,0,0,0,0,0,0,0,6.56107556579735,1.27000000000044,4.06400000000031,0,6.9325943347392,4.06400000000031,2.25569944776213,6.85800000000017,5.07999999999902,4.37934722731463,0.50800000000072,0,1.01599999999962,0.761999999999716,2.53999999999996
34,"Kapapala Ranch","NWS","HydroNet-UaNet","BI",638.556,19.2754993,-155.4514,"USC00513300","KAYH1","B16097C4",NA,NA,0,0,3.30199999999968,0,0,0,0,0,2.28600000000006,0,0,0,2.03200000000015,0,1.77800000000025,7.11200000000008,0.507999999999811,7.11199999999917,0,2.03200000000106,2.03199999999924,0.254000000000815,0,1.77799999999934,0.762000000000626,0,0.761999999999716,0
36.3,"KAPAPALA RANCH","KAPAPALA RANCH","RAWS","BI",1081,19.25811,-155.441781,NA,"KPRH1","AA10E258",NA,NA,0,0,4.06400000000002,0,0,0,0,0,2.286,0,0,0,2.79399999999998,0.253999999999962,2.79400000000004,4.31799999999998,0.254000000000019,4.31799999999998,0,1.77799999999996,0.762000000000057,0,0,2.03199999999998,1.524,1.01600000000002,0.507999999999981,0
38.9,"KAELAKOMO","KAELAKOMO","RAWS","BI",29.5656,19.29277778,-155.1075,NA,"KMOH1","32807432",NA,NA,0,8.12799999999993,8.63599999999997,0,0,0,0,0,0,0,0,0,13.2080000000001,4.06399999999996,0.762000000000057,0.507999999999925,0.508000000000038,10.414,0.508000000000038,6.85799999999995,8.12800000000004,0.508000000000038,3.55599999999981,9.90600000000006,4.572,7.11199999999997,26.6700000000001,13.4620000000001
39,"Mauna Loa Observatory","NWS","ESRL/GMD","BI",3397,19.5362,-155.5763,"USC00516198","MOBH1",NA,NA,NA,0.762,0,1.524,0.254,0,0,0,0,0,0,0,0,0,NA,0,0,0,1.27,2.794,4.064,0,0,0,0,1.524,1.524,3.81,1.016
39.2,"MAUNA LOA 5 NNE","MAUNA LOA 5 NNE","USCRN","BI",3398,19.5354,-155.576,"USW00021514","MLBH1","CD07379A",NA,NA,1,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,3,4.4,0,0,0,0.2,1.6,1.9,4,0.8
43.3,"PUHE CS","PUHE CS","RAWS","BI",34.126,20.025,-155.8211111,NA,"PHRH1","32D61558",NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31799999999998,0.507999999999811,NA,0,0.254000000000133,0,0,0,0,0,0
47,"KEMOKU LAVA FLOW","RAWS","RAWS","BI",1706.88,19.47555556,-155.3627778,"USR0000HKEA","KKUH1","FA4447E8",NA,NA,0,1.524,6.35000000000002,5.07999999999993,0.254000000000133,0.254000000000019,0,0,0,0,0,0,5.33399999999995,2.28599999999994,0,0,2.79399999999998,NA,0,3.81000000000006,5.33399999999995,0,1.77800000000002,7.62,6.35000000000002,8.88999999999999,NA,3.30200000000013
48,"PALI 2","RAWS","RAWS","BI",847.344,19.3175,-155.2922222,"USR0000HPAL","PLIH1","FA900222",NA,NA,0,1.77801513671875,NA,NA,0,0,0,0,0,0,0,0,4.57199096679688,1.0159912109375,6.09597778320312,2.032,0.254,5.3340148953125,0,3.0479736328125,1.2700195640625,0.254,0.507995608203125,NA,3.048,1.01599126054688,3.048,1.27
54.2,"Glenwood","HELBUSH XL","HydroNet-UaNet","BI",802.2336,19.5076008,-155.1707,"USC00510744","GLNH1",NA,NA,NA,0,0,2.032,2.032,0.189893786133281,0.254,0,0,1.524,1.016,2.032,0,20.066,0.5,1.778,1.27,1.27,4.55122594277259,0,18.796,18.796,11.43,19.05,50.546,28.702,41.91,109.728,77.47
55.6,"VOLCANO 4.0","COOP","COOP","BI",1194.8,19.441359,-155.2487445,"US1HIHI0071",NA,NA,NA,NA,0.5,0.5,0.3,7.1,5.1,0,0,0,0.3,0.3,0.5,0,NA,NA,2,2,1.5,NA,3,8.4,13,NA,15.5,17.3,28.2,12.2,41.4,20.3
63,"KALOKO-HONOKOHAU","RAWS","RAWS","BI",7.62,19.67277778,-156.0202778,NA,"KHOH1","FA667668",NA,NA,NA,0,0,10.16,2.794,0,0,0,0,0,0,0,0,3.556,0,1.27,0,0.762,NA,3.048,0,NA,NA,0,0,0,0,1.27000000000001
65.4,"PAHOA 2.1 E","PAHOA 2.1 E","CoCoRaHS","BI",137,19.5043,-154.9165,"US1HIHI0003",NA,NA,NA,NA,2.3,0.8,4.3,9.9,0.0624436103971443,0.193624011098683,0.5,0.5,3.51411617408559,6.1,6.1,0.5,4.1,2.97670460243054,5.10084188999492,7.9,1.8,16.0545644759977,7.4,23.4,15.2,7.6,16,15.2,8.9,25.0332808451503,74.9732342877146,114.6
65.6,"KURTISTOWN 6.6 SSE, HI US","CoCoRaHs","CoCoRaHs","BI",339.63,19.5021,-155.029,"US1HIHI0055",NA,NA,NA,NA,4.1,1.8,9.7,4.6,0.121454958967075,2,0.3,0,3.8,4.8,4.8,3.6,6.6,4.97256950905087,6.6,3.8,5.8,25.2934926408639,6.6,13.7,13.2,7.6,9.1,30,23.7407495608245,19.3,41.1,96.5
67.7,"PAHOA 2.7 SSE","PAHOA 2.7 SSE","CoCoRaHS","BI",259,19.4654,-154.927,"US1HIHI0051",NA,NA,NA,NA,1.3,0.3,8.9,7.9,0.148133095667944,0.697679516898493,0.3,0.5,6.9,3,4.1,0.5,6.1,4.15334201134911,11.9,7.4,3,19.7959953966108,5.3,25.4,20.1,8.1,14.8887444676304,18.8,10.7,14.5,54.4,82.8
68.14,"HONOKOHAU HARBOR 68.14","COOP","COOP","BI",9,19.67944,-156.02333,"USC00511880",NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68.21,"KAILUA KONA KE AHOLE AIRPORT","KAILUA KONA KE AHOLE AIRPORT","NWS","BI",27,19.73556,-156.04889,"USW00021510","PHKO",NA,NA,NA,NA,NA,NA,6.604,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,1.524,NA,NA,NA,3.048,NA,NA,NA,0,NA,NA
68.22,"HOLUALOA 4.0 NW","HOLUALOA 4.0 NW","CoCoRaHS","BI",416,19.6799,-155.9699,"US1HIHI0049",NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,6.1,NA,NA,0.5,NA,NA
69.25,"Palamanui","Hilo Forest Service","HIPPNET","BI",297,19.73756,-155.99582,NA,NA,NA,NA,NA,NA,NA,0,6.35,2.032,NA,0,0,0,0,0,0,0,NA,0.254,NA,0.762,0.508,NA,0.508,0,9.144,NA,0,0,0,NA,NA
69.27,"KALAOA 1.7","KALAOA 1.7","CoCoRaHS","BI",304.5,19.7238,-155.9926,"US1HIHI0006","","",NA,NA,0.5,2.5,0.5,6.4,0.8,3,0,0,0,0,0,0,0,NA,NA,NA,NA,0.5,3,0,0,NA,9.9,0.3,0,0.3,0,9.4
69.51,"Kailua Kona HI US E6648-EW6648 ","unknown","APRSWXNET","BI",164.05,19.61,-155.96,NA,"E6648",NA,NA,NA,8.63599922180176,NA,0.254000008106232,6.09599990463257,0.508000033924863,NA,0,0,NA,0,0,NA,0,9.90599918365478,NA,NA,NA,NA,NA,4.82599973678589,1.2700000177124,NA,5.33399963378906,NA,NA,5.07999992370606,6.09599979400634,NA
70.16,"Waiaha Stream","NWS","HydroNet-UaNet","BI",460.5528,19.6331997,-155.9486,NA,"WIHH1","9321011E",NA,NA,10.414,0,3.43415600342216,5.08,0,0,0,0,0,0,0,0,0,NA,1.43089833475984,4.57887467123024,0,NA,4.57887467123024,NA,7.72685100770064,5.72359333903626,NA,0.572359333904548,0,1.14471866780705,0.858539000855285,2.86179666951864
70.7,"Puuwaawaa","Hilo Forest Service","HIPPNET","BI",1659,19.72544,-155.87389,NA,NA,NA,NA,NA,7.62,NA,0.508,5.588,NA,NA,0,NA,1.524,0,0,0,0,1.27,1.27,0.254,0.508,1.524,NA,NA,10.668,1.27,NA,0.508,NA,NA,NA,0.254
74.8,"KEALAKEKUA 4 74.8","COOP","COOP","BI",433,19.5106,-155.9217,"USC00513987",NA,NA,NA,NA,6.40314607279787,3.8,0,10.7,0,0,0,0,0,0,0,0,0,NA,1.33398876516678,0,3.3,4.25948006227713,4.26876404853255,6.71681899343762,7.20353933189831,5.33595506066426,4.6,0,0,0,1.93072896730416,3.99368503658375
75.1,"PTA KIPUKA ALALA","RAWS","RAWS","BI",1641.348,19.66694444,-155.7077778,"USR0000HPTK","PKAH1","32666200",NA,NA,0,0.253999999999998,0.254000000000005,0.253999999999998,NA,0,0,0,0,0,0,0,1.524,0.253999999999991,0.254000000000012,0,0,0.761999999999993,0.253999999999991,0,0,0,0.254000000000005,7.112,0,0,3.81,0
79.6,"Kulani NWR","NWS","HydroNet-UaNet","BI",1623.3648,19.5543995,-155.3089,NA,"KNWH1",NA,NA,NA,0.254,1.016,2.54,1.04673078842068,2.794,0.254,0.508,0,0.634887575724429,0.254,0.254,0,8.636,0.815137652883729,0,0.254,0.254,0,0,13.716,9.79539044727427,2.286,17.197547337127,31.496,24.384,34.036,23.114,34.036
83,"QuarryRainGageatSaddleRd","USGS","USGS","BI",1286.256,19.68586111,-155.2942222,NA,"SDQH1","DDF6B6E4",NA,NA,0,0.253999999999678,0,2.03200000000038,7.36599999999976,0.254000000000133,0,0,1.26999999999998,0,1.52399999999989,0,9.39800000000014,2.03199999999993,0.253999999999905,0.254000000000133,5.07999999999993,6.07958719092811,0,13.7160000000001,14.8376781866863,3.80999999999972,34.5440000000001,49.0219999999999,36.83,52.578,55.372,59.69
85.2,"Waiakea Uka","NWS","HydroNet-UaNet","BI",303.8856,19.6585999,-155.1277,"USC00519084","WKAH1",NA,NA,NA,0.254,0,0,0.254,0.254,0,0,0,0,1.778,6.604,0,13.716,0,0.254,0.508,0.508,5.41231436734019,0,12.446,10.414,4.826,13.716,38.1,17.526,41.91,138.176,73.152
87,"HILO INTERNATIONAL AIRPORT 87","NWS","HydroNet-UaNet","BI",11.6,19.7191,-155.053,"USW00021504","PHTO",NA,NA,NA,0.508,0,0.254,1.778,0.508,0,0,0,1.524,0.508,3.048,0.762,12.192,4.8,1.27,0,2.54,3.048,0.508,7.366,4.318,5.334,20.574,25.6463618757625,20.32,29.21,71.882,65.024
87.5,"HILO 5 S","HILO 5 S","USCRN","BI",189,19.645,-155.0827,"USW00021515",NA,NA,NA,NA,0,0,0,0,0.7,0,0,0,0,0,3.1,0,10.7,1.9,0.8,0,6.7,3.8,0,7.8,9.6,4.6,14.8,34.8,15.3,53.8,147.1,96.8
87.9,"IPIF","Hilo Forest Service","HIPPNET","BI",111,19.69748,-155.0954,NA,NA,NA,NA,NA,0.254,0,0,0,0.254,0,0,0,0,0,6.858,0.254,10.16,2.54,0.508,0,9.652,8.382,0,10.668,9.652,5.588,14.224,36.0732399131613,19.304,32.766,113.286,71.12
88.8,"Waiakea Exp Farm","UNIV HAWAII","STATE","BI",183,19.644743,-155.0805636,NA,"WEXH1","CD07410A",NA,NA,0,0,0.508,0,0.762,0,0,0,0,0,1.016,0,11.176,NA,0.508,0,6.096,4.064,0.254,8.636,10.16,4.826,14.986,34.29,15.494,52.832,144.272,83.82
89.11,"Piihonua","NWS","HydroNet-UaNet","BI",296.8752,19.7098007,-155.1395,"USC00518053","PIIH1",NA,NA,NA,0.254,0,0,1.016,0,0,0,0,0,1.016,6.096,0,9.398,0.3,2.032,1.524,0,5.01563608459578,0,9.906,11.7507816343917,7.874,19.558,27.94,22.352,36.576,172.72,86.106
89.13,"KAIWIKI HOMESTEAD 89.11, HI US","COOP","COOP","BI",379.67,19.7509,-155.1362,"USC00512802",NA,NA,NA,NA,4.3,0.3,0,0,0.3,0,0,0,0,1.3,12.7,1.3,2.5,5.18604186060611,0.5,4.1,4.1,26.2,1,10.4,5.6,9.23280932357275,17.7899922339932,34.5,21.3,47,69.6,115.8
91.11,"PUNA MACADAMIA O 91.11","COOP","COOP","BI",244,19.61861,-155.08667,"USC00518315",NA,NA,NA,NA,0.487251187131787,0,0,0,0,0.0787316297954592,0.393658148977296,0,0,0,0,0,7.73066391939579,1.21784650202474,0.806905971474898,1.20509644784818,0.462649582305097,12.9910811907005,2.8,7.73981677255737,7.66126497798298,4.81191738163729,13.7,22.1,31.2382097552009,25.4,109.965219534576,80.519253787981
91.15,"Mountain View","Mountain View","HydroNet-UaNet","BI",346.5576,19.5674992,-155.0841,NA,"MTVH1",NA,NA,NA,0.762,0,5.334,2.286,1.016,0,0,0,0.508,0,2.032,0.508,NA,NA,2.794,0.508,2.286,NA,2.032,21.336,12.446,9.906,18.796,29.972,16.256,39.37,128.778,99.314
91.17,"PAHOA BEACON 91.9, HI US","COOP","COOP","BI",148.5,19.5407,-154.9728,"USC00517460",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,5.8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91.9,"Pahoa Beacon","NWS","HydroNet-UaNet","BI",187.1472,19.5149994,-154.9644,NA,"PHAH1",NA,NA,NA,0.762,4.826,4.826,14.732,0.219977525582021,0.254,0,6.858,0.465934059659666,3.302,4.826,2.54,9.78996086417588,1.5495640231676,3.81,6.604,0.762,5.6624918412564,2.286,21.844,8.36240626288767,3.302,15.748,18.542,14.986,26.924,108.966,50.038
92,"KEAAU 92","PU SUGAR","COOP","BI",87,19.62918887,-155.0333418,"USC00513872",NA,NA,NA,NA,1.58870696021597,3.6,1.8,0.246880555397973,0,0.128588031237762,0.37032083309696,0.535258107413635,3.8,4.3,5.24815696905504,0.617201388494932,6.04340994973837,3.49189672570068,0.575739953046716,1.3,0.575345696396865,7.6,2.23353481335664,4.94746177175866,5.84335327933891,3.99095546314348,11.5788130709352,18.4342684393201,42.1356157887018,28.9905848465977,47.9940789209723,82.9112788724391
92.5,"KiholoRainGage","USGS","USGS","BI",283.96692,19.82580556,-155.8925833,NA,"KIRH1","DD60236E",NA,NA,NA,0,0,0.253999999999991,1.01600000000001,0,0,0,0,0,0,0,0,1.77800000000001,0,0,1.524,0,0,0,0,0.508,0,2.032,0,0.254,0,0
93.12,"PUUANAHULU","RAWS","RAWS","BI",830.58,19.83277778,-155.7697222,NA,"PULH1","48703040",NA,NA,9.398,0.507999999999996,0.508000000000003,0.508000000000003,0,0,0,0,0,0,0,0,0,0.253999999999998,0,4.826,0,0.253999999999991,0,NA,2.03200000000001,0,0,2.794,0.762,11.176,0,0
93.13,"Mamalahoa","Hilo Forest Service","HIPPNET","BI",636,19.80256,-155.85062,NA,NA,NA,NA,NA,NA,0,0.508,2.794,1.27,0,0,0,0,0,0,0,0,2.032,0.254,0.254,1.016,9.144,0.254,0,1.778,5.842,0.508,0.254,0,0,0,0.254
93.61,"PAHOA 4.7 NE, HI US","CoCoRaHs","CoCoRaHs","BI",53.95,19.5473,-154.8988,"US1HIHI0065",NA,NA,NA,NA,1.8,1,8.4,8.4,NA,3,0.3,0.3,4.1,8.9,0.3,3.8,6.6,NA,8.1,0.3,1.3,10.2,13,16.3,17.3,1,12.4,13.5,7.6,24.1,26.7,125.2
93.62,"PAHOA 5.7 NE","COOP","COOP","BI",27.4,19.5565,-154.8865,"US1HIHI0070",NA,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,0.3,4.8,10.4,10.2,2.8,1,10.2,9.7,17.3,NA,NA,11.7,NA,12.2,NA,NA,118.9
93.63,"HAWAIIAN PARADISE PARK 2.4 E","COOP","COOP","BI",10.1,19.594568,-154.936038,"US1HIHI0072",NA,NA,NA,NA,1.8,6.9,6.1,9.7,NA,7.4,0,0,NA,2.8,3,0,5.8,NA,NA,1.8,3.6,NA,8.6,13.7,17,1.8,14.2,23.9,7.4,20.1,62.7,108.2
93.64,"KEAAU 5.5","COOP","COOP","BI",18,19.613803,-154.955684,"US1HIHI0068",NA,NA,NA,NA,1.5,2.8,3.8,3.3,NA,0.8,0.3,0,NA,2.3,3.8,1.3,4.6,NA,2.5,4.6,1.3,NA,6.6,14,12.2,3.6,18,16.8,11.9,23.6,42.4,119.4
93.8,"KONA VILLAGE 93.8","KO VILLAGE RES","COOP","BI",12,19.8314012,-155.9858256,"USC00514765",NA,NA,NA,NA,0,0,0,0.3,0.5,0.5,0,0,0,0,0,0,0,0,NA,0.8,0.5,0.3,0,0,0,5.1,NA,5.1,0,0,0,0
94,"KAUPULEHU LAVA FLOW","RAWS","RAWS","BI",372.1608,19.80333333,-155.9180556,NA,"KPLH1","4870E628",NA,NA,NA,0.762,0,0.508000000000003,0.953555740761429,0,0,1.524,0,0,0,0,0,0.254000000000005,0,3.048,0.254000000000005,0,0,0,0.507999999999996,4.82599999999999,0,0,0,0,0,0
94.5,"PUU WAAWAA","RAWS","RAWS","BI",708.9648,19.795,-155.8452778,"USR0000HPUW","PWWH1","487046D0",NA,NA,NA,0.254000000000005,0.253999999999991,3.048,1.01600000000001,0,0,0,0,0,0,0,0,2.794,0,0.762,0.762,7.62,0.253999999999991,0.50800000000001,1.524,2.794,0.254000000000005,0.507999999999996,0,0,0,0
95.11,"WAIKOLOA VILLAGE 2.7 ENE","WAIKOLOA VILLAGE 2.7 ENE","CoCoRaHS","BI",265,19.9465,-155.7883,"US1HIHI0047",NA,NA,NA,NA,0,0,0,0.5,0.3,0.5,0,0,0.5,0,0,0,0,0,5.8,0.3,0.3,0,0,0,2.3,0.5,0,0.3,5.6,0.3,2.5,0.3
95.6,"WAIKOLOA","RAWS","RAWS","BI",297.7896,19.92416667,-155.7936111,NA,"WKVH1","4870C0C4",NA,NA,5.334,0,0.253999999999991,0,0,0,0,0,0,0,0,0,1.01600000000002,0.762,0,1.26999999999998,0,0,0,5.334,0.253999999999991,0,0.762,10.668,0,4.31800000000001,0,0
95.8,"WAIKOLOA 95.8","BOISE CASCADE","COOP","BI",268,19.93389178,-155.7877744,"USC00519142",NA,NA,NA,NA,0,5.1,0,0.3,0.3,0.361062937613122,0,0,0,0,0,0,0,0,4.18833007631222,0.216637762567873,2.8,0.3,0,0,1.66088951302036,0.361062937613122,0,1.3,8.4,0,1.80531468806561,0.216637762567873
95.9,"WAIKOLOA BEACH RT 95.9","COOP","COOP","BI",24,19.91278,-155.87778,"USC00519144",NA,NA,NA,NA,0,0,0,0.5,0,4.6,0,0,0.5,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,3,0
98.1,"PUUKOHOLA HEIAU 98.1","ROSE FUJIMORI","COOP","BI",43,20.02666416,-155.81944,"USC00518422",NA,NA,NA,NA,0,0,0,0,1.3,0,0,0,0,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98.2,"PUHO CS","PUHO CS","RAWS","BI",29.5656,19.42194444,-155.9075,NA,"PERH1","32D6803A",NA,NA,NA,0,0,NA,2.286,0,0,0,0,0,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA
98.91,"HOLUALOA 0.95","COOP","COOP","BI",527.3,19.6225861,-155.927558,"US1HIHI0067",NA,NA,NA,NA,NA,NA,NA,3.3,NA,0,0,0,0,NA,NA,NA,NA,NA,2.5,NA,3,NA,NA,2.8,2.5,10.4,NA,5.8,6.1,NA,7.9,NA
99,"PTA WEST","RAWS","RAWS","BI",1307.592,19.77166667,-155.7022222,"USR0000HPTW","PKWH1","32667176",NA,NA,4.826,0,1.778,0.508000000000003,0,0,0.253999999999998,0,0,0,0,0,0,2.54,0.253999999999998,0.254000000000005,0,5.08,0,0,0,0,NA,0,0,2.286,0.253999999999998,0
