"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2022.02.01","X2022.02.02","X2022.02.03","X2022.02.04","X2022.02.05","X2022.02.06","X2022.02.07","X2022.02.08","X2022.02.09","X2022.02.10","X2022.02.11","X2022.02.12","X2022.02.13","X2022.02.14","X2022.02.15","X2022.02.16","X2022.02.17","X2022.02.18","X2022.02.19","X2022.02.20","X2022.02.21","X2022.02.22","X2022.02.23","X2022.02.24","X2022.02.25","X2022.02.26","X2022.02.27","X2022.02.28"
107.4,"PTA EAST","RAWS","RAWS","BI",1959.864,19.68277778,-155.5452778,"USR0000HPTA","PTAH1","3266D18E",NA,NA,0,0,0,0,0.508000000000003,0,0,0,0,0,0,0,NA,0,10.16,0,6.60400000000001,0,1.016,2.032,0,0.254000000000005,0,0,0,0,0,NA
109,"PTA RANGE 17","RAWS","RAWS","BI",1734.312,19.74583333,-155.6261111,NA,NA,"3279630C",NA,NA,0.254000000000001,0.254,0,0,0,0,0,0,0,0,NA,0.254000000000001,5.842,0.254,3.302,0,1.016,1.016,0,0,0,0,0,0,0,0,0,NA
113.2,"PUU MALI","RAWS","RAWS","BI",2165,19.92666,-155.44,NA,"PMLH1","3181742E",NA,NA,0,0,0.508000000000003,0,0,0,0,0.507999999999996,0.762,0,0,0,NA,0,4.572,0.254000000000001,0,NA,2.54,0,0,0,0,0,0,0,0,NA
129,"HAKALAU","RAWS","RAWS","BI",1950.72,19.82111111,-155.3305556,"USR0000HHAK","HKUH1","8374D370",NA,NA,0.508000000000003,0,0,1.016,4.318,4.318,0.507999999999996,0,0,0,0,0,4.46084388957007,0.253999999999998,1.524,0,6.858,1.52399999999999,0.762,0.253999999999998,1.524,0.254000000000005,0,0,0,0,0,0
132.6,"Laupahoehoe, HI US F9660-FW9660","unknown","APRSWXNET","BI",334,19.9672,-155.2367,NA,"F9660",NA,NA,NA,0,0,0,1.26999998092651,2.28600003242493,NA,7.11200006103513,3.30200076103211,4.06399989128113,0,0,10.9219999313354,105.155996322632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133.3,"Laupahoehoe","NWS","HydroNet-UaNet","BI",499.872,19.9792,-155.2372,NA,"LPHH1","B159741A",NA,NA,0.762000000001535,0,0,1.77799999999934,1.77800000000025,12.1266046934791,11.4300000000012,5.33399999999983,4.06400000000031,0,0,10.4139999999989,92.7100000000009,1.26999999999953,1.01600000000053,4.12528379206193,13.0574072202086,7.36599999999908,0,0,8.63600000000042,0.253999999999905,0,0,1.52400000000034,0,0,0
140.6,"Papaikou Well","NWS","HydroNet-UaNet","BI",345.6432,19.7884998,-155.1313,NA,"PPWH1",NA,NA,NA,0.762,0,0,12.446,32.766,26.162,16.002,16.51,5.588,1.27,0,6.35,20.32,NA,1.27,14.986,NA,6.604,0,1.778,9.398,5.334,0.508,0.508,1.27,0,0,0
147.2,"KOHALA RANCH","KOHALA RANCH","RAWS","BI",328.8792,20.08305556,-155.8325,NA,"KHRH1","4870B654",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
160.3,"Upolu Airport","NWS","HydroNet-UaNet","BI",34,20.265,-155.8582,NA,"UPLH1","B15017A0",NA,NA,0,0.254000000000019,0,0,0,2.03200000000004,0.761999999999944,0,0,0,0,0,0.254000000000019,0,0,0,0,0.507999999999925,0,0,NA,1.52400000000011,0.507999999999925,0.508000000000038,0,0.254000000000019,0,NA
176.3,"Kahua Ranch HQ","KAHUA RANCH","HydroNet-UaNet","BI",987.552,20.1249008,-155.7884,NA,"KASH1","15D293C2",NA,NA,0,0,0,0,0.253999999999905,1.01600000000008,0.508000000000038,0.253999999999905,0,0,0,0.762000000000171,0.253999999999905,1.01600000000008,0,0,0,0.254000000000133,0.507999999999811,0,2.53999999999996,0.762000000000171,0,0.508000000000038,1.52399999999989,0,0,0.253999999999905
185.7,"KawainuiRainGagenearKamuela","USGS","USGS","BI",1237.488,20.08533333,-155.6811667,NA,"KWSH1","DDF6A592",NA,NA,7.11199999999996,1.016,0,6.604,3.048,27.432,12.446,3.30199999999999,8.382,0.50800000000001,0.254000000000005,5.33399999999999,187.849285775369,9.90600000000001,NA,0.761999999999986,2.28600000000002,18.034,0.253999999999991,0.762000000000029,29.718,7.62,6.34999999999999,0.762,NA,3.81,0,1.27000000000001
192.7,"Kamuela Upper","NWS","HydroNet-UaNet","BI",948.5376,20.0319996,-155.6667,"USC00513080","KUUH1","817075F6",NA,NA,3.556,0,0,0.761999999999997,0.254000000000001,6.858,3.302,0,0.761999999999993,0,0,2.794,0.327030603357904,4.318,3.04800000000001,0,0.253999999999998,3.04799999999999,0,0,9.652,3.556,1.01599999999999,0,1.524,1.016,1.01600000000001,0
201.3,"Kamuela 1","NWS","HydroNet-UaNet","BI",877.824,20.0394993,-155.6084,NA,"KMUH1","81706680",NA,NA,2.53999999999996,0,0,0,0,0.507999999999811,0.761999999999716,0.253999999999905,0.50800000000072,0,0,2.03199999999924,20.4042767344599,9.39800000000014,0,0,0,0,0,0,7.8739999999998,0.761999999999716,1.27000000000044,0.253999999999905,0.761999999999716,0.762000000000626,0.507999999998901,0
208.1,"Honokaa HI US E6549-AH6AE ","unknown","APRSWXNET","BI",310.01,20.101,-155.531,NA,"E6549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.508000016212463,0,2.03200006484985,0,0,0
215.5,"Honokaa","NWS","HydroNet-UaNet","BI",591.9216,20.0656,-155.49,NA,"HNKH1","B15047DC",NA,NA,0,0,2.03200000000015,0,0,4.82600000000002,1.77799999999934,4.06400000000122,2.53999999999905,0,0,7.61999999999989,29.7180000000008,NA,1.77800000000116,NA,0,0.761999999999716,0,0.253999999999905,14.2240000000002,0,0.254000000000815,0.253999999999905,3.04799999999977,1.26999999999953,0.254000000000815,NA
250.2,"Ulupalakua Ranch","NWS","HydroNet-UaNet","MA",581.5584,20.6487999,-156.3981,NA,"ULUH1","8170531A",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55600000000004,0.253999999999905,0.761999999999944,NA,0.254000000000133,NA,0.761999999999716,0,0,0,0,0,0,0
255,"KepuniGulchRainGage","USGS","USGS","MA",225.552,20.6195,-156.2518889,NA,"KPNH1","F000D4EA",NA,NA,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0
267.8,"KULA 1","KULA 1","RAWS","MA",1998.5736,20.68305556,-156.3216667,NA,"KLFH1","AA10F12E",NA,NA,0,0,0,1.27,0.508000000000001,0,0,0,0,0,0,0,0,3.556,1.016,0.507999999999996,0.254000000000001,0,0.254000000000001,0.253999999999998,NA,0.762,0.254000000000001,0,0,0,0,NA
302,"MAALAEA BAY","NWS","STATE","MA",302,20.7903,-156.514,NA,"P36","15DF05C6",NA,NA,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,0,NA,NA,NA
311.2,"Kealia Pond NWR","Kealia Pond NWR","RAWS","MA",3.6576,20.7975,-156.4772222,NA,"KPDH1","32B2C438",NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,0,NA,0,NA,0,NA,NA,0
311.5,"Kihei 2","NWS","HydroNet-UaNet","MA",54.5592,20.7061005,-156.437,NA,"KHIH1","93202508",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254000000000019,0,0,0,0,0,0,0,0,0,0,0,NA
324.7,"Kula Branch Stn","NWS","HydroNet-UaNet","MA",944.88,20.7577991,-156.3217,"USC00515000","KBSH1","93220610",NA,NA,0,0,0,2.28600000000006,0,0,0,0,0,0,0,0,0,0,3.55600000000004,0,NA,0.25400000000036,0,0,1.77799999999979,0,0,NA,NA,0,2.03200000000015,0
329,"LOWER KAHUKU CS","BD OF A&F","STATE","MA",1149,20.80179746,-156.2805211,NA,"LKHH1",NA,NA,NA,5.08,NA,0.762,3.048,NA,NA,NA,3.81,NA,1.27,1.524,4.826,0.254,0,NA,NA,NA,0.762,1.524,0,7.366,0.254,0,NA,NA,2.032,0.254,0
348.5,"WestWailuaikiRainGagenrKeanae","USGS","USGS","MA",472.44,20.81436111,-156.1429722,NA,"WWKH1","DD5E710A",NA,NA,4.82600000000002,0.253999999999905,0,1.01600000000008,4.82600000000002,2.51324460453939,6.34999999999991,2.7940000000001,4.06399999999985,0.254000000000133,0.253999999999905,0,12.9644826432861,2.28600000000006,0.762000000000171,6.85799999999972,6.35000000000014,8.53013777863349,1.77800000000002,42.9226980569538,1.77800000000025,5.58799999999997,2.28600000000006,1.01599999999985,1.52399999999989,0.254000000000133,0,0
353,"Hana AP","NWS","HydroNet-UaNet","MA",19,20.7946,-156.0157,"USC00511125","HNAH1","B150314C",NA,NA,0.254000000000815,0,0,NA,1.52399999999943,2.28600000000006,0.761999999999716,NA,1.01600000000053,1.01599999999962,2.79399999999987,0,NA,5.58799999999974,NA,0.254000000000815,0.761999999999716,1.52399999999943,6.85800000000017,2.53999999999996,0.254000000000815,4.3179999999993,NA,0,2.28600000000006,0,NA,NA
361.1,"Lahainaluna","NWS","HydroNet-UaNet","MA",238.0488,20.8909,-156.6556,NA,"LAHH1","81700366",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762000000000171,0,0,1.01599999999985,0,0,0,0,0,0,0,0,0,0
380,"PuuKukuiRainGageatalt","BALDWIN PKRS","USGS","MA",1759,20.89083333,-156.6008333,"USC00514887","PKKH1","DD73556E",NA,NA,0.507999999999811,0.253999999998996,0,6.60399999999936,1.52400000000125,4.3179999999993,5.03596375815357,0.50800000000163,0,0,0.253999999998996,0,8.38199999999961,0.507999999999811,4.99432619112223,1.52399999999943,7.36599999999999,0.400548406947446,1.01599999999962,0.50800000000163,1.77799999999843,3.04575061913708,0,0.761999999998807,0,0.253999999998996,0,0.507999999999811
386.6,"Wailuku","NWS","HydroNet-UaNet","MA",146.9136,20.8831005,-156.5124,NA,"WUKH1","9321D776",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,7.8739999999998,0,0,0,0,0,0,7.36599999999999,1.01599999999962,0,0,0,0,0,0,1.52400000000034
387.6,"Maui HI US AR427-AH6GR ","unknown","APRSWXNET","MA",233.76,20.875,-156.516,NA,"AR427",NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,5.58799982070923,1.77799981880188,0,0,0,0,0,5.07999992370606,2.03199964761734,0.507999956607819,NA,0,NA,0,0,2.79399991035461
390.4,"Waikapu Country Club","NWS","HydroNet-UaNet","MA",145.9992,20.8346996,-156.5135,NA,"WCCH1","9320E016",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.77800000000025,NA,0,0,0,0,0,0.507999999999811,0,0,0,0,0,0,0,NA
398,"KAHULUI AIRPORT","NOAA-NWS","NWS","MA",12,20.8887,-156.41,"USW00022516","PHOG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.794,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
426.6,"Pukalani","NWS","HydroNet-UaNet","MA",495.9096,20.8355007,-156.3307,NA,"PUKH1","15D2B52E",NA,NA,0,0,0,2.28600000000006,0.253999999999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53999999999996,0,0,NA,0,0,0,0,NA
432.4,"Makawao AP834-KH6HHG","unknown","APRSWXNET","MA",473.95,20.855,-156.315,NA,"AP834",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.254000008106232,0,0,0,0,0,0
465.1,"Mahinahina","NWS","HydroNet-UaNet","MA",223.1136,20.9552002,-156.6562,NA,"MABH1","190524C8",NA,NA,0,0,0,0,0,0,0.254,0.254,0,0,0,0,1.016,0,1.778,0,0,1.778,NA,NA,0.254,0.508,0,0,0,0,0,NA
482.5,"Kahakuloa","Kahakuloa","HydroNet-UaNet","MA",335.28,20.9540997,-156.5342,NA,"KHKH1","781001B6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,1.524,0,0.762,0.254,NA,5.334,1.016,0,0,0,0,0,1.524
489,"Haiku","NWS","HydroNet-UaNet","MA",99.3648,20.9288998,-156.3225,"USC00510822","AIKH1","50A30568",NA,NA,0,0,0,0.253999999999905,0,1.26999999999998,0.254000000000133,0,0,0,0,0,2.28599999999983,0,1.27000000000021,0,0,0.0766405420583826,0,0,4.06400000000008,0.762000000000171,0,0.253999999999905,0,0,0,0
499.9,"KANELOA","RAWS","RAWS","KO",248.412,20.52222222,-156.5658333,"USR0000HKAN","KAOH1","32793370",NA,NA,0.253999999999991,0,0,1.524,0,0,0,0,0,0,0,0.50800000000001,0,0,0.253999999999991,0,0,0,0,0,0,0,0,0,0,0.253999999999991,0,0
524,"MOLOKAI KAUNAKAKAI MOLOKAI AIRPORT","ALOHA AIRLINES","NWS","MO",141,21.15514996,-157.0924625,"USW00022534","PHMK",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.318,NA,0,0,0,0,0,0,0
536.5,"Kaunakakai Mauka","MOLOKAI GEN HOSP","HydroNet-UaNet","MO",28.3464,21.0946007,-157.0174,NA,"KACH1","50A0F2E2",NA,NA,0,0,0,0,0.507999999999981,0,0,0,0,0,0,0,0,0,1.27000000000001,2.53999999999999,0,0,0.254000000000019,5.07999999999998,1.52400000000003,0,0,0,0,0,0,0
538,"MOLOKAI 1","RAWS","RAWS","MO",833.0184,21.115,-156.9475,"USR0000HMLK","MLKH1","487016AC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.794,0,0.508000000000003,0,0,0.253999999999998,1.524,4.572,NA,0,0,0,0,0,0,NA
