"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2018.02.01","X2018.02.02","X2018.02.03","X2018.02.04","X2018.02.05","X2018.02.06","X2018.02.07","X2018.02.08","X2018.02.09","X2018.02.10","X2018.02.11","X2018.02.12","X2018.02.13","X2018.02.14","X2018.02.15","X2018.02.16","X2018.02.17","X2018.02.18","X2018.02.19","X2018.02.20","X2018.02.21","X2018.02.22","X2018.02.23","X2018.02.24","X2018.02.25","X2018.02.26","X2018.02.27","X2018.02.28"
5.1,"Kamaoa Puueo 5.1","COOP","COOP","BI",317,19.01361,-155.66194,"USC00513054",NA,NA,NA,NA,0,0,0,0.791877136094513,0.633501708875611,4.59288738934818,0,0,0,0,0,0,1.18781570414177,1.5,3.8,19.1,21.6,6.9,10.4527781964476,6.41420480236556,2.21725598106464,1.42537884497012,18.6883004118305,NA,NA,8.9,17.8,13.5
6,"KIOLAKAA A&F 6","STATE DIV FTRY","COOP","BI",587,19.07032619,-155.6355484,"USC00514625",NA,NA,NA,NA,0,0,0,1.14649980757153,0.917199846057224,6.64969888391487,0,0,0,0,0,0,1.7197497113573,2.23236883508191,8.42604225050537,33.3172290123482,35.2989856960012,9.63832174721244,15.1337974599442,9.28664844132939,3.21019946120028,2.06369965362875,27.0573954586881,NA,NA,16.3600462320553,24.9812187630028,13.8428955644724
6.2,"NAALEHU 5.7 W","NAALEHU 5.7 W","CoCoRaHS","BI",679,19.0732,-155.6632,"US1HIHI0012",NA,NA,NA,NA,0,0,0,0,1.5,2.5,1.5,4.1,0,0,0,0,2.3,0.3,12.2,46.2,28.4,5.6,5.8,0.3,0,3.3,21.1,1.5,49.3,19.8,13.5,13.7
9.2,"Nene Cabin","Nene Cabin","RAWS","BI",710.4888,19.34805556,-155.1258333,NA,"AHMH1","32D64524",NA,NA,0,0,0,0,0,2.29,0,0,0,0,0.25,0.25,0,2.8,2.54,10.67,8.63,11.69,0,0,5.08,31.25,12.4,51.3,3.90000000000001,10.4,7.60000000000002,7.39999999999998
12.15,"SEA MOUNTAIN 12.15","SEA MOUNTAIN","COOP","BI",21,19.13310292,-155.5152744,"USC00518600",NA,NA,NA,NA,0.112277179863727,0.561385899318636,0,0,0.3,5.6,0,0.3,0,1.5,0,0,1.20913821187757,1.72446146236715,8.1,33,27.9,11.4,10.7,0.5,4.54002731940057,1.71294594060177,20.4459521451476,NA,NA,14.9414866763593,13.8647831442267,3.55256205885508
14,"NAALEHU 14","KAU SUGAR","COOP","BI",206,19.06032754,-155.5855501,"USC00516588",NA,NA,NA,NA,0,0,0,1,0.8,5.8,0,0,0,0,0,0,1.5,2,9.9,34,34.3,8.1,13.2,8.1,2.8,1.8,23.6,5.40574355053112,49.0274881516992,17.3,21.1,7.1
21,"Pahala","KAU SUGAR","HydroNet-UaNet","BI",346.8624,19.2042999,-155.4872,"USC00517421","PPLH1","B16084B2",NA,NA,0.762,0,0,4.826,3.556,5.08,0.254,2.794,4.318,10.16,0.254,0.508,0.508,12.192,167.386,61.214,27.686,12.446,0,7.112,2.794,23.368,9.652,103.886,30.988,12.446,1.27,0
21.3,"PAHALA MAUKA 21.3","COOP","COOP","BI",332,19.20667,-155.48861,"USC00517437",NA,NA,NA,NA,0.3,1.5,0,2.63991538153287,2.10309022165802,8.9,0.8,0.3,3,5.41599050650283,0.17805003014166,0.356100060283319,1.5,2.3,16.5,175.5,38.5552051520145,14.0084042232214,9.84191120932179,0.3,8.9,2.5,27.4,145.644924655878,43.4442073545649,18.7052107201557,12.7,1.3
21.4,"HAWAIIAN OCEAN VIEW 1.7 NNE, HI US","CoCoRaHs","CoCoRaHs","BI",733.03,19.0908,-155.7552,"US1HIHI0059",NA,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,2.5,27.7,30,1.5,20.6,0,1,1.5,12.7,NA,10.7,5.1,NA,NA
23,"KAHUKU","RAWS","RAWS","BI",1796.4912,19.23222222,-155.78,NA,"KRCH1","32639544",NA,NA,0,0,0,0,0,2.794,49.534,0,0,0,0,0,0,0,17.27,4.06,1.02,9.40000000000001,0,0,2.78999999999999,13.76,6.59999999999999,4.8,0.5,5.80000000000001,0,0
24.1,"OPIHIHALE 2 24.1","TRUMAN LORNA","COOP","BI",396,19.27032215,-155.8738768,"USC00517166",NA,NA,NA,NA,0,0,8.6,0,0,1.3,0,5.8,0,0,0,0.8,0,0,0,20.3,2.3,1.3,28.4,0.5,0,2,13.2,0,2.8,0,2,0.5
26.2,"KEALAKEKUA 26.2","GREENWELL ESTATE","COOP","BI",442,19.48975723,-155.9122125,"USC00513977",NA,NA,NA,NA,0,0,8.1,0,1.64140572065192,3.34441176035947,0,0,0,0,0,0,0,0,0,20.8,1.04992384986756,20.4003282423882,0,0,0,0.8,10.1925103279448,4.22075756739066,5.15870369347747,0.468973063043407,0.647293018195689,0
27,"HONAUNAU 27","TANAKA S","COOP","BI",332,19.4403158,-155.8788789,"USC00511665",NA,NA,NA,NA,0,0,5.1,NA,NA,3,0,1,0,0,NA,NA,0,0,0,16,1.5,NA,NA,0,0,1.3,8.1,0,NA,NA,0,0.5
27.6,"Honaunau No. 2","NWS","HydroNet-UaNet","BI",398.0688,19.4629002,-155.8824,NA,"HAUH1","15D12742",NA,NA,0,1.524,0.254,0,1.524,1.27,0,0,0,0,0,0,0,0,18.288,4.318,4.826,28.448,0,0,0,10.922,3.048,11.684,0,4.064,0,0
28,"NAPOOPOO 28","KONA EXP STATION","COOP","BI",122,19.46864784,-155.9055458,"USC00516697",NA,NA,NA,NA,0,0,5.23101598467256,NA,NA,2.5,0,0.283796325219584,0,NA,NA,NA,0,0,0,12.4206723394562,NA,NA,NA,0,0,0.400219939630659,9.36527873224627,NA,NA,NA,0.8,0
29.12,"Kealakekua","NWS","HydroNet-UaNet","BI",537.972,19.5181007,-155.9159,NA,"KLEH1","81708572",NA,NA,0,5.842,0,0,1.778,0.508,1.016,0,0,0,0,0,0,0,21.59,0.508,0.508,22.098,0,0,0,9.144,7.874,9.144,5.588,0.508,0,0
34,"Kapapala Ranch","NWS","HydroNet-UaNet","BI",638.556,19.2754993,-155.4514,"USC00513300","KAYH1","B16097C4",NA,NA,22.86,1.27,0.254,1.016,0.762,4.318,2.54,0,6.096,24.13,2.54,0,0,9.906,44.704,56.134,52.578,24.892,0,5.588,22.098,22.86,14.478,107.188,24.638,35.306,2.794,2.794
36.3,"KAPAPALA RANCH","KAPAPALA RANCH","RAWS","BI",1081,19.25811,-155.441781,NA,"KPRH1","AA10E258",NA,NA,7.87,0.769999999999996,0,0.5,2.54000000000001,4.36,2.5,0.299999999999997,5.8,24.1,1.30000000000001,0,0,8.40000000000001,142.7,53.9,44.9,22.1,0,19.8,4.40000000000003,19.8,15.7,81.6,33.6999999999999,20.9,2,5.30000000000007
38.9,"KAELAKOMO","KAELAKOMO","RAWS","BI",29.5656,19.29277778,-155.1075,NA,"KMOH1","32807432",NA,NA,NA,NA,0,0,1,0,0,2.59999999999999,0,0.5,0,NA,3.30000000000001,NA,NA,NA,NA,60.2,0,0,9.69999999999999,NA,NA,NA,NA,NA,NA,NA
39,"Mauna Loa Observatory","NWS","ESRL/GMD","BI",3397,19.5362,-155.5763,"USC00516198","MOBH1",NA,NA,NA,0,0,NA,NA,NA,2.3,0.3,0.3,0,NA,NA,NA,0,0,0,1,NA,NA,NA,NA,0,1.3,13.5,NA,NA,NA,0.5,0
39.1,"Mauna Loa Upper","NWS","STATE","BI",3341,19.53863295,-155.5722206,NA,NA,NA,NA,NA,0,0,NA,NA,NA,1.80072644530272,0.234877362430789,0.234877362430789,0,NA,NA,NA,0,0,0,0.782924541435964,NA,NA,NA,NA,0,1.01780190386675,10.5694813093855,NA,NA,NA,0.391462270717982,0
39.2,"MAUNA LOA 5 NNE","MAUNA LOA 5 NNE","USCRN","BI",3398,19.5354,-155.576,"USW00021514","MLBH1","CD07379A",NA,NA,0,0,0,0,2.6,3.7,0.4,0,0,0,0,0,0,0,0.9,0,0,4.5,0,0,0.3,8.9,6.2,1.2,6.4,0.2,0,0
43.3,"PUHE CS","PUHE CS","RAWS","BI",34.126,20.025,-155.8211111,NA,"PHRH1","32D61558",NA,NA,0,0,0,0,1.522,0.26,6.35,0,0,0,0,0,0,0,10.92,0,0,12.44,0.769999999999996,0,0,4.06,1.52,0,0,0,0,0
48,"PALI 2","RAWS","RAWS","BI",847.344,19.3175,-155.2922222,"USR0000HPAL","PLIH1","FA900222",NA,NA,8.90000000000001,7.09999999999999,0,1.10000000000002,0,1.69999999999999,0.5,1.30000000000001,0.5,7.39999999999998,0.5,1.80000000000001,0,21.3,425.2,70.4,57.6,15.3,0,1.5,3.30000000000007,16.5,15.1999999999999,70.4000000000001,18.5,19.0999999999999,5.10000000000002,5
49,"KEAUMO","RAWS","RAWS","BI",1682.496,19.47361111,-155.3588889,"USR0000HKMO","HKMO",NA,NA,NA,4.09999999999999,0.5,0,0,0.699999999999989,2.80000000000001,0,0.300000000000011,1.19999999999999,2.80000000000001,2.79999999999998,0.300000000000011,0,11.9,17.8,58.7,5.80000000000001,22.4,1.5,1.30000000000001,7.30000000000001,21.9,22.3,144.1,26.1,38.9,17.5,18.3000000000001
54,"HAWAII VOLCNS NP HQ 54","HAW VOL NATL PARK","COOP","BI",1210,19.429741,-155.257146,"USC00511303",NA,NA,NA,NA,0.262348002291171,1.53133811208343,0.394795007586117,1.18873672750873,8.13245595151677,4.46729717410735,1.26058493905594,2.92532238561839,0.489546302165203,2.1443332946544,3.00591887906806,0.660093265608942,0.0493493759482647,7.57294236402681,58.3435960793225,32.989432498874,19.2911447332655,16.9695566371126,8.88583792641929,1.30078530904481,1.85063216619332,18.6730628320166,30.0614114750542,92.8740548419293,41.6774651506913,58.8895073138674,50.8537161365934,30.2579393477146
54.2,"Glenwood","HELBUSH XL","HydroNet-UaNet","BI",802.2336,19.5076008,-155.1707,"USC00510744","GLNH1",NA,NA,NA,0,2.286,0,0,7.62,0.508,0,7.366,0.254,1.016,1.778,0.254,0,0.254,42.418,57.658,40.64,19.05,0.254,1.524,4.064,16.51,35.56,124.206,61.468,67.31,40.894,26.924
54.8,"Thurston","Thurston","HavoNet","BI",1202,19.41528,-155.23833,NA,NA,NA,NA,NA,0.762,2.794,0,1.016,0,1.778,0.508,0.508,1.27,5.334,2.794,0.762,0,21.844,135.636,48.006,24.13,21.842,0,0,0.508,17.272,29.21,91.698,41.148,42.926,35.814,23.622
54.9,"Ola a","Ola a","HavoNet","BI",1040,19.47833,-155.215,NA,NA,NA,NA,NA,0.316228223480909,1.84583959665641,0.475876785025135,1.43287579948629,9.80267459872108,5.38477684903945,1.51947997447306,3.52611604827976,0.590087807390789,2.58472983364641,3.62326520024507,0.795661178633842,0.0594845981281419,9.12824984137533,70.3260233679042,39.7647000993129,23.2531003653041,20.4547116873296,10.7107838331933,1.56793657209848,2.2307092759274,22.5080787150889,36.2353311748656,111.94824093814,50.2370540224774,70.984052163133,61.2978950509757,36.4722213340935
55.3,"VOLCANO 4.4 S","VOLCANO 4.4 S","CoCoRaHS","BI",1158,19.4338,-155.2417,"US1HIHI0040",NA,NA,NA,NA,0,0,2.5,0,3.3,1.5,NA,NA,NA,0,7.4,NA,NA,3.8,43.9,60.2,60.7,NA,NA,0,0,6.9,NA,NA,NA,NA,NA,NA
55.4,"GLENWOOD NO 2 55.4","COOP","COOP","BI",671,19.52194,-155.14389,"USC00510746",NA,NA,NA,NA,0,1.16186413002056,0,0,24.9684594784525,3.22337961999531,0,4.10638706876171,1.8922906056742,0.460608932224313,1.72643240355508,0.115152233056078,0,0.489286627291473,48.4776336801965,46.8475125597451,28.4848219530866,15.2267698888948,1.28432221504169,23.0454434539013,6.39759688549886,46.5088149320453,59.4803001798078,127.775650417242,78.4369313198794,81.2526524938192,63.6924149813098,25.5496681308668
63,"KALOKO-HONOKOHAU","RAWS","RAWS","BI",7.62,19.67277778,-156.0202778,NA,"KHOH1","FA667668",NA,NA,0,0,0,0.762,12.958,0,0.25,0,0,0,0,0,0,0,30.73,0,0,37.09,0.25,0,0,5.59,1.02,0,0,0,0,0
65.4,"PAHOA 2.1 E","PAHOA 2.1 E","CoCoRaHS","BI",137,19.5043,-154.9165,"US1HIHI0003",NA,NA,NA,NA,7.52120078135664,2.58598794987849,0.144123387102214,0.0864740322613281,0,2.53944072565977,1.97124817706927,0.369575170239911,1.1735787562768,0.0864740322613281,1,0.5,0.5,12.4,87.9,147.6,181.6,6.1,15.5,0.5,12.7,27.4,25.9,17,24.9,4.3,25.9,10.7
65.6,"KURTISTOWN 6.6 SSE, HI US","CoCoRaHs","CoCoRaHs","BI",339.63,19.5021,-155.029,"US1HIHI0055",NA,NA,NA,NA,0.5,40.1,0.3,0,0,1.3,0,0.3,2.5,0.3,0,0.3,0,19.1,52.8,141,111.3,8.4,19.3,0.5,0.8,21.1,31.2,70.4,66.3,17.5,53.3,15
66.6,"PAHOA 3.3 SEE","COOP","COOP","BI",254.2,19.459069,-154.921985,"US1HIHI0052",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,221,NA,NA,0.5,18,NA,NA,NA,34.3,NA,24.4,16.8
67.14,"PAHOA 3.0 SSE, HI US","CoCoRaHs","CoCoRaHs","BI",284.69,19.4573,-154.9338,"US1HIHI0056",NA,NA,NA,NA,28.7,2.8,0.5,0.3,0,0,0.8,0.3,4.3,0.5,0,1.3,0.8,4.3,54.4,171.5,215.6,5.1,18.8,0.8,20.6,36.1,32,33.8,41.1,5.3,24.4,16.5
67.7,"PAHOA 2.7 SSE","PAHOA 2.7 SSE","CoCoRaHS","BI",259,19.4654,-154.927,"US1HIHI0051",NA,NA,NA,NA,14.7,7.4,0.5,0.3,0,0,0.3,0.3,2.5,0.3,0,0.8,0.3,3,58.4,174.8,212.3,8.9,15.7,1,15,44.7,32.3,25.7,46.5,1.8,30,13
68.14,"HONOKOHAU HARBOR 68.14","COOP","COOP","BI",9,19.67944,-156.02333,"USC00511880",NA,NA,NA,NA,0,0,0,0,0,10.7,2.5,0,0,0,0,0,0,0,5.1,36.8,12.7,25.4,38.1,0,0,0.5,6.9,NA,NA,0,NA,NA
68.21,"KAILUA KONA KE AHOLE AIRPORT","KAILUA KONA KE AHOLE AIRPORT","NWS","BI",27,19.73556,-156.04889,"USW00021510","HKO",NA,NA,NA,0,0,0,0,1.5,0.8,0.8,0,0,0,0,0,0,0,48,0,0,41.9,1.5,0,0,3.8,1.3,0,0,0,0,0
68.22,"HOLUALOA 4.0 NW","HOLUALOA 4.0 NW","CoCoRaHS","BI",416,19.6799,-155.9699,"US1HIHI0049",NA,NA,NA,NA,0,0,NA,NA,NA,7.1,0,3,0,NA,NA,NA,0,0,0,36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,1.3
69.25,"Palamanui","Hilo Forest Service","HIPPNET","BI",297,19.73756,-155.99582,NA,NA,NA,NA,NA,0,0,0,0,23.11,0,1.016,0,0,0,0,0,0,0,56.136,0.254,0,39.624,2.54,0,0,4.572,1.524,0.254,0,0.762,0,0
69.26,"KALAOA 2.2 ESE","KALAOA 2.2 ESE","CoCoRaHS","BI",398,19.7189,-155.9859,"US1HIHI0038",NA,NA,NA,NA,0,NA,NA,NA,NA,25.9,0,NA,NA,0,0,NA,NA,NA,NA,48.3,0.5,NA,49.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
69.27,"KALAOA 1.7","KALAOA 1.7","CoCoRaHS","BI",304.5,19.7238,-155.9926,"US1HIHI0006","","",NA,NA,0,0,0,0,1.3,17,0,0,0,0,0,0,0,0,0,53.3,0,1.3,36.8,0,0,1,6.1,0,0.5,0,1,0.3
70.16,"Waiaha Stream","NWS","HydroNet-UaNet","BI",460.5528,19.6331997,-155.9486,NA,"WIHH1","9321011E",NA,NA,0,0,0.254,6.604,8.636,0.254,1.27,0,0,0,0,0,0,0,37.592,0,0.762,42.164,1.016,0,0,7.62,1.778,0,0,3.302,0,0
70.7,"Puuwaawaa","Hilo Forest Service","HIPPNET","BI",1659,19.72544,-155.87389,NA,NA,NA,NA,NA,0,0,0,0,9.144,0.254,3.048,0.508,0,0,0,0,0,0.508,25.908,2.54,3.302,55.372,4.064,0,0,12.446,3.302,3.81,0.254,0,0,0
73.29,"Kainaliu Upper","NWS","HydroNet-UaNet","BI",713.232,19.5310993,-155.9066,NA,"KNUH1",NA,NA,NA,0,1.74357927920816,4.41132104172422,0,1.59196368971179,2.1437760004492,0.303231178992723,0.284139554723795,0,0,0,0,0,0,6.44366255359536,12.5873097626769,1.01829829451778,19.7858344292752,0,0,0,3.1297845853438,9.88549396711988,4.09362091640176,5.00331445337993,0.454846768489084,0.227311643779036,0
73.34,"Kainaliu","SCAN","SCAN","BI",416,19.53333333,-155.9333333,NA,NA,NA,2096,NA,0,0,5.588,0,0.254,6.604,0,0.508,0,0,0,0,0,0,0,17.526,0.254,0,22.352,0.254,0,0,11.176,1.524,3.048,0,1.016,0.254
74.8,"KEALAKEKUA 4 74.8","COOP","COOP","BI",433,19.5106,-155.9217,"USC00513987",NA,NA,NA,NA,0,0,5.17506388250234,0,1.86758427123285,3.3,0,1,0,0,0,0,0,0,0,20.1,1.19459877794633,23.211404513894,0,0,0,0.5,16.5,4.80235955459876,5.86955056673181,0.533595506066528,0.8,0
75.1,"PTA KIPUKA ALALA","RAWS","RAWS","BI",1641.348,19.66694444,-155.7077778,"USR0000HPTK","PKAH1","32666200",NA,NA,0,0,0,0,2.544,0.5,0,0,0,0,0,0,0,0,13.97,2.29,NA,11.69,3.3,0,0.509999999999998,5.33,3.05,0.25,1.02,0.25,0,0
79,"KULANI CAMP 79","DEPT SOCIAL SVC","COOP","BI",1576,19.54863532,-155.3005575,"USC00515011",NA,NA,NA,NA,0,0.104742918442054,0.418971673768217,0.890314806757462,9.58382646010728,7.27938300400269,1.1521721028626,1.30928648052568,0.856565385281072,0.104742918442054,1.91972358707516,0.922976108788118,0.191465432781265,4.95857479052274,8.05076942794797,23.543607001402,7.37827447561114,13.7160781894046,13.0423587283723,11.8221200834825,6.50372350510807,36.9727849151987,29.4832144729471,81.6037864231003,38.5039582622589,59.9867511811655,56.1579222034565,24.8725710200173
79.6,"Kulani NWR","NWS","HydroNet-UaNet","BI",1623.3648,19.5543995,-155.3089,NA,"KNWH1",NA,NA,NA,0,0,0,0,0.508,1.27,0,0.254,0.254,0.508,1.524,0.508,0.254,0.254,3.556,114.554,5.842,19.304,2.032,2.54,2.286,22.098,17.526,114.3,22.098,72.136,48.006,27.686
83,"QuarryRainGageatSaddleRd","USGS","USGS","BI",1286.256,19.68586111,-155.2942222,NA,"SDQH1","DDF6B6E4",NA,NA,0,0.508,2.032,4.318,33.782,19.304,5.588,6.35,0,0.508,8.636,1.778,0.254,0,14.986,23.622,13.462,28.448,45.466,5.08,4.318,48.006,65.278,183.896,76.454,155.702,154.94,85.344
85.2,"Waiakea Uka","NWS","HydroNet-UaNet","BI",303.8856,19.6585999,-155.1277,"USC00519084","WKAH1",NA,NA,NA,0,0.254,0,0,12.446,9.652,0,0,0,0,0,0,0,0,12.954,32.258,11.938,4.318,17.78,2.032,6.096,11.684,57.658,88.138,30.226,64.262,27.686,14.986
87,"HILO INTERNATIONAL AIRPORT 87","NWS","HydroNet-UaNet","BI",11.6,19.7191,-155.053,"USW00021504","HTO",NA,NA,NA,0,0,0,0,2.794,4.064,0,0.508,0,0,0,0,0,5.334,31.242,22.352,24.892,5.842,4.318,0,17.272,19.05,32.766,90.424,30.48,15.494,1.524,7.874
87.5,"HILO 5 S","HILO 5 S","USCRN","BI",189,19.645,-155.0827,"USW00021515",NA,NA,NA,NA,0.2,0,0,0,3,0,0,0,0,0,0,0,0,0.2,22.9,41.6,9.3,10.5,0.3,45.7,19.4,42.9,60.7,80.8,27,54,20.3,14.5
87.8,"HILO 0.4 SW","HILO 0.4 SW","CoCoRaHS","BI",107,19.692,-155.0925,"US1HIHI0039",NA,NA,NA,NA,0,0,0,0,0,9.4,5.3,0,0,0,0,0,0.3,0.5,0,23.9,17.3,9.9,4.8,11.9,50.5,50.3,39.1,65.3,89.9,40.9,58.2,12.4
87.9,"IPIF","Hilo Forest Service","HIPPNET","BI",111,19.69748,-155.0954,NA,NA,NA,NA,NA,0,0,0,0,8.128,5.334,0,0,0,0,0,0,0,0.254,13.97,21.59,8.636,3.302,8.382,40.646,10.16,71.628,62.484,76.708,60.452,49.53,13.208,10.16
88.1,"KAUMANA 88.1","HILO SUGAR","COOP","BI",343,19.68362898,-155.1405634,"USC00513510",NA,NA,NA,NA,0,0.109621375131237,0,0,11.5168603884341,8.66444717131705,0,0,1.55236347338085,0,0,0,0,0.326813362817021,11.8325266773853,23.1529165546552,11.3789543114741,3.69011060129198,10.8146570335079,22.2883974431608,15.049445205809,63.5307460919291,69.3196070569528,104.942215181984,82.3315587282647,80.9466118392854,51.9255771276712,17.7798893122933
88.2,"WAIAKEA SCD 88.2","SHINICHI KANESHIRO","COOP","BI",287,19.65529741,-155.1205634,"USC00519025",NA,NA,NA,NA,0,0.109919826163757,0,0,11.5482157593205,8.68803666927216,0,0,1.55658987978126,0,0,0,0,0.327703132585528,11.8647414694362,23.215951814369,11.4099342244627,3.70015715761141,10.8441006119536,22.3490789956605,15.0904182592408,63.7037125115274,69.5083340116663,105.227926909633,82.5557115331533,81.1669940398691,52.0669477507763,17.8282961701437
89.11,"Piihonua","NWS","HydroNet-UaNet","BI",296.8752,19.7098007,-155.1395,"USC00518053","PIIH1",NA,NA,NA,0,0,0,0,9.906,4.064,0,0,0,0,0,0,0,0,13.462,10.922,5.588,2.794,4.572,4.064,23.876,63.5,67.818,91.694,82.296,78.994,26.924,13.208
89.13,"KAIWIKI HOMESTEAD 89.11, HI US","COOP","COOP","BI",379.67,19.7509,-155.1362,"USC00512802",NA,NA,NA,NA,0,0,0,0,0,6.6,16.3,1.3,0,0,0,0,0,0,0,12.2,6.6,0,0,3,6.4,80,21.3,145,106.9,96.5,71.1,32.3
89.14,"HILO 1.8 WNW","COOP","COOP","BI",151.5,19.70799,-155.11258,"US1HIHI0066",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.7,63.2,12.7
89.2,"AMAUULU 89.2","HILO SUGAR","COOP","BI",390,19.73529295,-155.1455638,"USC00510150",NA,NA,NA,NA,0,0,0,0,4.11160026623825,5.98050947816472,0,0.74756368477059,0,0,0,0,0,7.8494186900912,45.9751666133913,32.892802129906,36.6306205537589,8.59698237486179,6.35429132055002,0,25.4171652822001,28.0336381788971,48.2178576677031,133.066335889165,44.8538210862354,22.800692385503,2.24269105431177,11.5872371139441
91,"MOUNTAIN VIEW 91","PU SUGAR","COOP","BI",463,19.5487,-155.1101,"USC00516552",NA,NA,NA,NA,0,0.757435512773199,0,0,38.6,0,0,1.5,0,0,1.8,0,0,0.0750693548739351,57.2,31.2101833838538,17.789876470263,11.7,0,0,11.4265306029586,30.616098074832,52.5483307276881,96.8268431188143,56.3796878919141,67.9263897820676,30.3202660950776,17.3546594545561
91.11,"PUNA MACADAMIA O 91.11","COOP","COOP","BI",244,19.61861,-155.08667,"USC00518315",NA,NA,NA,NA,0,0,0,0.0586175657116525,12.0728368901719,15.7,0.254009451417161,0,0,0,0.516477337900852,0,0,2,5.1,35.6,9.31894502416804,3.99136092069412,5.11054724138696,0,15.7,24.9,26.2,57.9631313382437,42.680835621287,52.8959731563595,69.1,15.1432320779074
