"SKN","Station.Name","Observer","Network","Island","ELEV.m.","LAT","LON","NCEI.id","NWS.id","NESDIS.id","SCAN.id","SMART_NODE_RF.id","X2022.02.01","X2022.02.02","X2022.02.03","X2022.02.04","X2022.02.05","X2022.02.06","X2022.02.07","X2022.02.08","X2022.02.09","X2022.02.10","X2022.02.11","X2022.02.12","X2022.02.13","X2022.02.14","X2022.02.15","X2022.02.16","X2022.02.17","X2022.02.18","X2022.02.19","X2022.02.20","X2022.02.21","X2022.02.22","X2022.02.23","X2022.02.24","X2022.02.25","X2022.02.26","X2022.02.27","X2022.02.28"
185.7,"KawainuiRainGagenearKamuela","USGS","USGS","BI",1237.488,20.08533333,-155.6811667,NA,"KWSH1","DDF6A592",NA,NA,7.11199999999996,1.016,0,6.604,3.048,27.432,12.446,3.30199999999999,8.382,0.50800000000001,0.254000000000005,5.33399999999999,23.876,9.90600000000001,2.032,0.761999999999986,2.28600000000002,18.034,0.253999999999991,0.762000000000029,29.718,7.62,6.34999999999999,0.762,17.526,3.81,0,1.27000000000001
192.7,"Kamuela Upper","NWS","HydroNet-UaNet","BI",948.5376,20.0319996,-155.6667,"USC00513080","KUUH1","817075F6",NA,NA,3.556,0,0,0.761999999999997,0.254000000000001,6.858,3.302,0,0.761999999999993,0,0,2.794,1.524,4.318,3.04800000000001,0,0.253999999999998,3.04799999999999,0,0,9.652,3.556,1.01599999999999,0,1.524,1.016,1.01600000000001,0
201.3,"Kamuela 1","NWS","HydroNet-UaNet","BI",877.824,20.0394993,-155.6084,NA,"KMUH1","81706680",NA,NA,2.53999999999996,0,0,0,0,0.507999999999811,0.761999999999716,0.253999999999905,0.50800000000072,0,0,2.03199999999924,13.4620000000004,9.39800000000014,0,0,0,0,0,0,7.8739999999998,0.761999999999716,1.27000000000044,0.253999999999905,0.761999999999716,0.762000000000626,0.507999999998901,0
215.5,"Honokaa","NWS","HydroNet-UaNet","BI",591.9216,20.0656,-155.49,NA,"HNKH1","B15047DC",NA,NA,0,0,2.03200000000015,0,0,4.82600000000002,1.77799999999934,4.06400000000122,2.53999999999905,0,0,7.61999999999989,29.7180000000008,14.7319999999991,1.77800000000116,24.1299999999992,0,0.761999999999716,0,0.253999999999905,14.2240000000002,0,0.254000000000815,0.253999999999905,3.04799999999977,1.26999999999953,0.254000000000815,NA
250.2,"Ulupalakua Ranch","NWS","HydroNet-UaNet","MA",581.5584,20.6487999,-156.3981,NA,"ULUH1","8170531A",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55600000000004,0.253999999999905,0.761999999999944,24.384,0.254000000000133,13.2080000000001,0.761999999999716,0,0,0,0,0,0,0
255,"KepuniGulchRainGage","USGS","USGS","MA",225.552,20.6195,-156.2518889,NA,"KPNH1","F000D4EA",NA,NA,0,0,0,0,0,0,0,0,0,0,11.938,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0
267.8,"KULA 1","KULA 1","RAWS","MA",1998.5736,20.68305556,-156.3216667,NA,"KLFH1","AA10F12E",NA,NA,0,0,0,1.27,0.508000000000001,0,0,0,0,0,0,0,0,3.556,1.016,0.507999999999996,0.254000000000001,0,0.254000000000001,0.253999999999998,0,0.762,0.254000000000001,0,0,0,0,NA
302,"MAALAEA BAY","NWS","STATE","MA",302,20.7903,-156.514,NA,"P36","15DF05C6",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311.2,"Kealia Pond NWR","Kealia Pond NWR","RAWS","MA",3.6576,20.7975,-156.4772222,NA,"KPDH1","32B2C438",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
311.5,"Kihei 2","NWS","HydroNet-UaNet","MA",54.5592,20.7061005,-156.437,NA,"KHIH1","93202508",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254000000000019,0,0,0,0,0,0,0,0,0,0,0,0
324.7,"Kula Branch Stn","NWS","HydroNet-UaNet","MA",944.88,20.7577991,-156.3217,"USC00515000","KBSH1","93220610",NA,NA,0,0,0,2.28600000000006,0,0,0,0,0,0,0,0,0,0,3.55600000000004,0,16.5099999999998,0.25400000000036,0,0,1.77799999999979,0,0,0,0,0,2.03200000000015,0
348.5,"WestWailuaikiRainGagenrKeanae","USGS","USGS","MA",472.44,20.81436111,-156.1429722,NA,"WWKH1","DD5E710A",NA,NA,4.82600000000002,0.253999999999905,0,1.01600000000008,4.82600000000002,12.7,6.34999999999991,2.7940000000001,4.06399999999985,0.254000000000133,0.253999999999905,0,8.63599999999997,2.28600000000006,0.762000000000171,6.85799999999972,6.35000000000014,21.8439999999998,1.77800000000002,42.9226980569538,1.77800000000025,5.58799999999997,2.28600000000006,1.01599999999985,1.52399999999989,0.254000000000133,0,0
353,"Hana AP","NWS","HydroNet-UaNet","MA",19,20.7946,-156.0157,"USC00511125","HNAH1","B150314C",NA,NA,0.254000000000815,0,0,0,1.52399999999943,2.28600000000006,0.761999999999716,0,1.01600000000053,1.01599999999962,2.79399999999987,0,22.098,5.58799999999974,0,0.254000000000815,0.761999999999716,1.52399999999943,6.85800000000017,2.53999999999996,0.254000000000815,4.3179999999993,0,0,2.28600000000006,0,0,NA
361.1,"Lahainaluna","NWS","HydroNet-UaNet","MA",238.0488,20.8909,-156.6556,NA,"LAHH1","81700366",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.762000000000171,0,0,1.01599999999985,0,0,0,0,0,0,0,0,0,0
380,"PuuKukuiRainGageatalt","BALDWIN PKRS","USGS","MA",1759,20.89083333,-156.6008333,"USC00514887","PKKH1","DD73556E",NA,NA,0.507999999999811,0.253999999998996,0,6.60399999999936,1.52400000000125,4.3179999999993,11.1759999999995,0.50800000000163,0,0,0.253999999998996,0,8.38199999999961,0.507999999999811,15.2400000000016,1.52399999999943,7.36599999999999,27.1779999999999,1.01599999999962,0.50800000000163,1.77799999999843,12.4460000000017,0,0.761999999998807,0,0.253999999998996,0,0.507999999999811
386.6,"Wailuku","NWS","HydroNet-UaNet","MA",146.9136,20.8831005,-156.5124,NA,"WUKH1","9321D776",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,7.8739999999998,0,0,0,0,0,0,7.36599999999999,1.01599999999962,0,0,0,0,0,0,1.52400000000034
390.4,"Waikapu Country Club","NWS","HydroNet-UaNet","MA",145.9992,20.8346996,-156.5135,NA,"WCCH1","9320E016",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1.77800000000025,0,0,0,0,0,0,0.507999999999811,0,0,0,0,0,0,0,NA
398,"KAHULUI AIRPORT","NOAA-NWS","NWS","MA",12,20.8887,-156.436,"USW00022516","PHOG",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426.6,"Pukalani","NWS","HydroNet-UaNet","MA",495.9096,20.8355007,-156.3307,NA,"PUKH1","15D2B52E",NA,NA,0,0,0,2.28600000000006,0.253999999999905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53999999999996,0,0,0,0,0,0,0,0
465.1,"Mahinahina","NWS","HydroNet-UaNet","MA",223.1136,20.9552002,-156.6562,NA,"MABH1","190524C8",NA,NA,0,0,0,0,0,0,0.254,0.254,0,0,0,0,1.016,0,1.778,0,0,1.778,8.89,0,0.254,0.508,0,0,0,0,0,NA
482.5,"Kahakuloa","Kahakuloa","HydroNet-UaNet","MA",335.28,20.9540997,-156.5342,NA,"KHKH1","781001B6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.508,0,0,1.524,0,0.762,0.254,13.716,5.334,1.016,0,0,0,0,0,1.524
489,"Haiku","NWS","HydroNet-UaNet","MA",99.3648,20.9288998,-156.3225,"USC00510822","AIKH1","50A30568",NA,NA,0,0,0,0.253999999999905,0,1.26999999999998,0.254000000000133,0,0,0,0,0,2.28599999999983,0,1.27000000000021,0,0,9.90599999999972,0,0,4.06400000000008,0.762000000000171,0,0.253999999999905,0,0,0,0
499.9,"KANELOA","RAWS","RAWS","KO",248.412,20.52222222,-156.5658333,"USR0000HKAN","KAOH1","32793370",NA,NA,0.253999999999991,0,0,1.524,0,0,0,0,0,0,0,0.50800000000001,0,0,0.253999999999991,0,0,0,0,0,0,0,0,0,0,0.253999999999991,0,NA
524,"MOLOKAI KAUNAKAKAI MOLOKAI AIRPORT","ALOHA AIRLINES","NWS","MO",141,21.15514996,-157.0924625,"USW00022534","PHMK",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.318,11.684,0,0,0,0,0,0,0
536.5,"Kaunakakai Mauka","MOLOKAI GEN HOSP","HydroNet-UaNet","MO",28.3464,21.0946007,-157.0174,NA,"KACH1","50A0F2E2",NA,NA,0,0,0,0,0.507999999999981,0,0,0,0,0,0,0,0,0,1.27000000000001,2.53999999999999,0,0,0.254000000000019,5.07999999999998,1.52400000000003,0,0,0,0,0,0,0
538,"MOLOKAI 1","RAWS","RAWS","MO",833.0184,21.115,-156.9475,"USR0000HMLK","MLKH1","487016AC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2.794,0,0.508000000000003,0,0,0.253999999999998,1.524,4.572,14.732,0,0,0,0,0,0,NA
541.2,"Puu ALII WEST","Puu ALII WEST","RAWS","MO",1159.764,21.14083333,-156.9022222,NA,"PAFH1","32D6062E",NA,NA,0.50800000000001,0.253999999999991,0,0,2.03199999999998,0.508000000000038,2.286,0.507999999999981,1.27000000000004,0,0,5.33399999999997,11.4299999999999,9.39800000000002,5.84200000000004,0.253999999999962,0,0.254000000000019,1.524,55.118,93.218,0.253999999999962,1.01600000000002,0.253999999999962,1.27000000000004,0.762,1.01600000000002,0
553,"MAKAPULAPAI","RAWS","RAWS","MO",22.86,21.20333333,-156.9661111,"USR0000HMAK","MKPH1","FA9024CE",NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,3.81,0,1.524,0,0,2.794,8.636,6.858,2.032,1.524,0.507999999999996,0.253999999999998,0.253999999999998,0,0,0
656,"LANAI AIRPORT 656","HAWN AIRLINES","NWS","LA",396.2,20.7882389,-156.946639,"USC00515275","PHNY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,"LANAI 1","RAWS","RAWS","LA",387.096,20.87333333,-157.0063889,"USR0000HLAN","LNIH1","48702336",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.254000000000005,0,0,0,0,2.03199999999999,0,0,0,0,0,0,0.254000000000005,0,0,NA
702.7,"Kapolei-Kalaeloa AP","NWS","NWS","OA",15,21.31667,-158.06667,"USW00022551","PHJR",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254,0,0,0,0,0,0,0,0,0,0,0,0
702.8,"PTWC","NWS","HydroNet-UaNet","OA",1.524,21.3150005,-157.9992,NA,"PTWH1",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
703,"HONOLULU INTERNATIONAL AIRPORT","USWB","NWS","OA",2.1,21.324,-157.9294,"USW00022521","PHNL",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.016,0,0,0,0,0,0.254,0,0,0,0,0,0,0
705.12,"Aloha Tower","NWS","HydroNet-UaNet","OA",38.1,21.3034,-157.8627,NA,"ALOH1",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85508214168678,0.482647987759736,0.137899425074299,1.6547931008906,0,0,0.213999703633615,0,0,0,0,0,0.762,0.508
